ENTREZID	SYMBOL	ENSEMBL	GENENAME
815	CAMK2A	ENSG00000070808	calcium/calmodulin dependent protein kinase II alpha
340075	ARSI	ENSG00000183876	arylsulfatase family member I
6949	TCOF1	ENSG00000070814	treacle ribosome biogenesis factor 1
972	CD74	ENSG00000019582	CD74 molecule
6208	RPS14	ENSG00000164587	ribosomal protein S14
102546298	NDST1-AS1	ENSG00000254333	NDST1 antisense RNA 1
3340	NDST1	ENSG00000070614	N-deacetylase and N-sulfotransferase 1
11346	SYNPO	ENSG00000171992	synaptopodin
91977	MYOZ3	ENSG00000164591	myozenin 3
55696	RBM22	ENSG00000086589	RNA binding motif protein 22
51164	DCTN4	ENSG00000132912	dynactin subunit 4
85027	SMIM3	ENSG00000256235	small integral membrane protein 3
345611	IRGM	ENSG00000237693	immunity related GTPase M
91975	ZNF300	ENSG00000145908	zinc finger protein 300
134466	ZNF300P1	ENSG00000291115	zinc finger protein 300 pseudogene 1
2878	GPX3	ENSG00000211445	glutathione peroxidase 3
10318	TNIP1	ENSG00000145901	TNFAIP3 interacting protein 1
309	ANXA6	ENSG00000197043	annexin A6
26112	CCDC69	ENSG00000198624	coiled-coil domain containing 69
2760	GM2A	ENSG00000196743	ganglioside GM2 activator
285641	SLC36A3	ENSG00000186334	solute carrier family 36 member 3
153201	SLC36A2	ENSG00000186335	solute carrier family 36 member 2
206358	SLC36A1	ENSG00000123643	solute carrier family 36 member 1
2196	FAT2	ENSG00000086570	FAT atypical cadherin 2
102465246	MIR6499	ENSG00000276622	microRNA 6499
6678	SPARC	ENSG00000113140	secreted protein acidic and cysteine rich
101927096	CLMAT3	ENSG00000249035	colorectal liver metastasis associated transcript 3
475	ATOX1	ENSG00000177556	antioxidant 1 copper chaperone
100652758	LOC100652758	ENSG00000275765	uncharacterized LOC100652758
10146	G3BP1	ENSG00000145907	G3BP stress granule assembly factor 1
2741	GLRA1	ENSG00000145888	glycine receptor alpha 1
101927115	LINC01933	ENSG00000254226	long intergenic non-protein coding RNA 1933
56923	NMUR2	ENSG00000132911	neuromedin U receptor 2
101927134	LINC01470	ENSG00000249484	long intergenic non-protein coding RNA 1470
2890	GRIA1	ENSG00000155511	glutamate ionotropic receptor AMPA type subunit 1
10827	FAM114A2	ENSG00000055147	family with sequence similarity 114 member A2
4238	MFAP3	ENSG00000037749	microfibril associated protein 3
55568	GALNT10	ENSG00000164574	polypeptide N-acetylgalactosaminyltransferase 10
100302181	MIR1294	ENSG00000221430	microRNA 1294
386627	SAP30L-AS1	ENSG00000245275	SAP30L antisense RNA 1 (head to head)
79685	SAP30L	ENSG00000164576	SAP30 like
9421	HAND1	ENSG00000113196	heart and neural crest derivatives expressed 1
100422950	MIR3141	ENSG00000264760	microRNA 3141
23367	LARP1	ENSG00000155506	La ribonucleoprotein 1, translational regulator
100302284	MIR1303	ENSG00000221552	microRNA 1303
10826	FAXDC2	ENSG00000170271	fatty acid hydroxylase domain containing 2
100616306	MIR378H	ENSG00000263361	microRNA 378h
9337	CNOT8	ENSG00000155508	CCR4-NOT transcription complex subunit 8
25929	GEMIN5	ENSG00000082516	gem nuclear organelle associated protein 5
29093	MRPL22	ENSG00000082515	mitochondrial ribosomal protein L22
285643	KIF4B	ENSG00000226650	kinesin family member 4B
6444	SGCD	ENSG00000170624	sarcoglycan delta
153743	PPP1R2B	ENSG00000231989	PPP1R2 family member B
91937	TIMD4	ENSG00000145850	T cell immunoglobulin and mucin domain containing 4
26762	HAVCR1	ENSG00000113249	hepatitis A virus cellular receptor 1
84868	HAVCR2	ENSG00000135077	hepatitis A virus cellular receptor 2
9443	MED7	ENSG00000155868	mediator complex subunit 7
153745	GARIN3	ENSG00000170613	golgi associated RAB2B interactor family member 3
3702	ITK	ENSG00000113263	IL2 inducible T cell kinase
26999	CYFIP2	ENSG00000055163	cytoplasmic FMR1 interacting protein 2
408263	FNDC9	ENSG00000172568	fibronectin type III domain containing 9
102724404	NIPAL4-DT	NA	NIPAL4 divergent transcript
348938	NIPAL4	ENSG00000172548	NIPA like domain containing 4
8728	ADAM19	ENSG00000135074	ADAM metallopeptidase domain 19
11063	SOX30	ENSG00000039600	SRY-box transcription factor 30
100190949	C5orf52	ENSG00000187658	chromosome 5 open reading frame 52
54974	THG1L	ENSG00000113272	tRNA-histidine guanylyltransferase 1 like
134353	LSM11	ENSG00000155858	LSM11, U7 small nuclear RNA associated
9685	CLINT1	ENSG00000113282	clathrin interactor 1
101927697	LINC02227	ENSG00000276778	long intergenic non-protein coding RNA 2227
1879	EBF1	ENSG00000164330	EBF transcription factor 1
101927740	LINC02202	ENSG00000245812	long intergenic non-protein coding RNA 2202
153830	RNF145	ENSG00000145860	ring finger protein 145
134510	UBLCP1	ENSG00000164332	ubiquitin like domain containing CTD phosphatase 1
3593	IL12B	ENSG00000113302	interleukin 12B
285626	LOC285626	ENSG00000249738	uncharacterized LOC285626
285627	LINC01845	ENSG00000253298	long intergenic non-protein coding RNA 1845
101927766	LINC01847	ENSG00000253311	long intergenic non-protein coding RNA 1847
147	ADRA1B	ENSG00000170214	adrenoceptor alpha 1B
7265	TTC1	ENSG00000113312	tetratricopeptide repeat domain 1
114825	PWWP2A	ENSG00000170234	PWWP domain containing 2A
2172	FABP6	ENSG00000170231	fatty acid binding protein 6
79616	CCNJL	ENSG00000135083	cyclin J like
114898	C1QTNF2	ENSG00000145861	C1q and TNF related 2
63920	FAM200C	ENSG00000221886	family with sequence similarity 200 member C
10569	SLU7	ENSG00000164609	SLU7 homolog, splicing factor
9232	PTTG1	ENSG00000164611	PTTG1 regulator of sister chromatid separation, securin
100422938	MIR3142	ENSG00000265237	microRNA 3142
406938	MIR146A	ENSG00000283733	microRNA 146a
23120	ATP10B	ENSG00000118322	ATPase phospholipid transporting 10B (putative)
285629	LINC02159	ENSG00000253417	long intergenic non-protein coding RNA 2159
2561	GABRB2	ENSG00000145864	gamma-aminobutyric acid type A receptor subunit beta2
2559	GABRA6	ENSG00000145863	gamma-aminobutyric acid type A receptor subunit alpha6
2554	GABRA1	ENSG00000022355	gamma-aminobutyric acid type A receptor subunit alpha1
104326188	LINC01202	NA	long intergenic non-protein coding RNA 1202
2566	GABRG2	ENSG00000113327	gamma-aminobutyric acid type A receptor subunit gamma2
900	CCNG1	ENSG00000113328	cyclin G1
134492	NUDCD2	ENSG00000170584	NudC domain containing 2
3161	HMMR	ENSG00000072571	hyaluronan mediated motility receptor
101927813	HMMR-AS1	NA	HMMR antisense RNA 1
27430	MAT2B	ENSG00000038274	methionine adenosyltransferase 2 non-catalytic beta subunit
101927835	LINC02143	NA	long intergenic non-protein coding RNA 2143
102546299	LOC102546299	ENSG00000241956	uncharacterized LOC102546299
102557615	LINC01947	ENSG00000254130	long intergenic non-protein coding RNA 1947
57451	TENM2	ENSG00000145934	teneurin transmembrane protein 2
101927908	LOC101927908	ENSG00000253469	uncharacterized LOC101927908
101927862	TENM2-AS1	ENSG00000253978	TENM2 antisense RNA 2
23286	WWC1	ENSG00000113645	WW and C2 domain containing 1
5917	RARS1	ENSG00000113643	arginyl-tRNA synthetase 1
345630	FBLL1	ENSG00000188573	fibrillarin like 1
79646	PANK3	ENSG00000120137	pantothenate kinase 3
406895	MIR103A1	ENSG00000199035	microRNA 103a-1
100302238	MIR103B1	ENSG00000283612	microRNA 103b-1
6586	SLIT3	ENSG00000184347	slit guidance ligand 3
101927969	SLIT3-AS2	NA	SLIT3 antisense RNA 2
407001	MIR218-2	ENSG00000207739	microRNA 218-2
728095	SLIT3-AS1	NA	SLIT3 antisense RNA 1
693170	MIR585	ENSG00000207619	microRNA 585
54908	SPDL1	ENSG00000040275	spindle apparatus coiled-coil protein 1
1794	DOCK2	ENSG00000134516	dedicator of cytokinesis 2
100131897	INSYN2B	ENSG00000204767	inhibitory synaptic factor family member 2B
100616498	MIR378E	ENSG00000263831	microRNA 378e
2299	FOXI1	ENSG00000168269	forkhead box I1
100507267	LINC01187	NA	long intergenic non-protein coding RNA 1187
133874	C5orf58	ENSG00000234511	chromosome 5 open reading frame 58
3937	LCP2	ENSG00000043462	lymphocyte cytosolic protein 2
257358	LINC01366	ENSG00000235172	long intergenic non-protein coding RNA 1366
30820	KCNIP1	ENSG00000182132	potassium voltage-gated channel interacting protein 1
3779	KCNMB1	ENSG00000145936	potassium calcium-activated channel subfamily M regulatory beta subunit 1
101928033	KCNIP1-OT1	ENSG00000253647	KCNIP1 overlapping transcript 1
105377716	KCNIP1-AS1	ENSG00000253591	KCNIP1 antisense RNA 1
2568	GABRP	ENSG00000094755	gamma-aminobutyric acid type A receptor subunit pi
64901	RANBP17	ENSG00000204764	RAN binding protein 17
30012	TLX3	ENSG00000164438	T cell leukemia homeobox 3
100500831	MIR3912	ENSG00000264249	microRNA 3912
4869	NPM1	ENSG00000181163	nucleophosmin 1
8817	FGF18	ENSG00000156427	fibroblast growth factor 18
644994	SMIM23	ENSG00000185662	small integral membrane protein 23
23291	FBXW11	ENSG00000072803	F-box and WD repeat domain containing 11
6793	STK10	ENSG00000072786	serine/threonine kinase 10
285588	EFCAB9	ENSG00000214360	EF-hand calcium binding domain 9
92181	UBTD2	ENSG00000168246	ubiquitin domain containing 2
100288254	LOC100288254	NA	uncharacterized LOC100288254
285590	SH3PXD2B	ENSG00000174705	SH3 and PX domains 2B
54492	NEURL1B	ENSG00000214357	neuralized E3 ubiquitin protein ligase 1B
100847029	MIR5003	ENSG00000265160	microRNA 5003
101928093	LOC101928093	ENSG00000253295	uncharacterized LOC101928093
1843	DUSP1	ENSG00000120129	dual specificity phosphatase 1
57222	ERGIC1	ENSG00000113719	endoplasmic reticulum-golgi intermediate compartment 1
51121	RPL26L1	ENSG00000037241	ribosomal protein L26 like 1
100268168	RPL26L1-AS1	ENSG00000204758	RPL26L1 antisense RNA 1
8992	ATP6V0E1	ENSG00000113732	ATPase H+ transporting V0 subunit e1
677841	SNORA74B	ENSG00000212402	small nucleolar RNA, H/ACA box 74B
153222	CREBRF	ENSG00000164463	CREB3 regulatory factor
662	BNIP1	ENSG00000113734	BCL2 interacting protein 1
1482	NKX2-5	ENSG00000183072	NK2 homeobox 5
8614	STC2	ENSG00000113739	stanniocalcin 2
102465862	MIR8056	ENSG00000274994	microRNA 8056
285593	LINC02995	ENSG00000253955	long intergenic non-protein coding RNA 2995
91272	BOD1	ENSG00000145919	biorientation of chromosomes in cell division 1
101928136	LINC01484	ENSG00000253686	long intergenic non-protein coding RNA 1484
101928154	LINC01485	ENSG00000254211	long intergenic non-protein coding RNA 1485
80315	CPEB4	ENSG00000113742	cytoplasmic polyadenylation element binding protein 4
133491	C5orf47	ENSG00000185056	chromosome 5 open reading frame 47
51617	NSG2	ENSG00000170091	neuronal vesicle trafficking associated 2
101928176	LINC01411	ENSG00000249306	long intergenic non-protein coding RNA 1411
4488	MSX2	ENSG00000120149	msh homeobox 2
100616202	MIR4634	ENSG00000266890	microRNA 4634
441116	LINC01951	ENSG00000204754	long intergenic non-protein coding RNA 1951
1812	DRD1	ENSG00000184845	dopamine receptor D1
94081	SFXN1	ENSG00000164466	sideroflexin 1
3274	HRH2	ENSG00000113749	histamine receptor H2
10814	CPLX2	ENSG00000145920	complexin 2
84321	THOC3	ENSG00000051596	THO complex subunit 3
105377746	NA	NA	NA
100996385	LOC100996385	ENSG00000248469	uncharacterized LOC100996385
202134	FAM153B	NA	protein FAM153B
100507387	NA	NA	NA
643201	CEP192P1	ENSG00000248596	CEP192 pseudogene 1
375484	SIMC1	ENSG00000170085	SUMO interacting motifs containing 1
57179	KIAA1191	ENSG00000122203	KIAA1191
285598	ARL10	ENSG00000175414	ADP ribosylation factor like GTPase 10
100302203	MIR1271	ENSG00000221464	microRNA 1271
51491	NOP16	ENSG00000048162	NOP16 nucleolar protein
192286	HIGD2A	ENSG00000146066	HIG1 hypoxia inducible domain family member 2A
1212	CLTB	ENSG00000175416	clathrin light chain B
23197	FAF2	ENSG00000113194	Fas associated factor family member 2
22838	RNF44	ENSG00000146083	ring finger protein 44
54825	CDHR2	ENSG00000074276	cadherin related family member 2
114787	GPRIN1	ENSG00000169258	G protein regulated inducer of neurite outgrowth 1
6620	SNCB	ENSG00000074317	synuclein beta
100422962	MIR4281	ENSG00000266329	microRNA 4281
253314	EIF4E1B	ENSG00000175766	eukaryotic translation initiation factor 4E family member 1B
26262	TSPAN17	ENSG00000048140	tetraspanin 17
102577424	LINC01574	ENSG00000248859	long intergenic non-protein coding RNA 1574
90249	UNC5A	ENSG00000113763	unc-5 netrin receptor A
3101	HK3	ENSG00000160883	hexokinase 3
51720	UIMC1	ENSG00000087206	ubiquitin interaction motif containing 1
23567	ZNF346	ENSG00000113761	zinc finger protein 346
2264	FGFR4	ENSG00000160867	fibroblast growth factor receptor 4
101928726	NA	NA	NA
64324	NSD1	ENSG00000165671	nuclear receptor binding SET domain protein 1
53917	RAB24	ENSG00000169228	RAB24, member RAS oncogene family
27166	PRELID1	ENSG00000169230	PRELI domain containing 1
83463	MXD3	ENSG00000213347	MAX dimerization protein 3
10960	LMAN2	ENSG00000169223	lectin, mannose binding 2
10636	RGS14	ENSG00000169220	regulator of G protein signaling 14
6569	SLC34A1	ENSG00000131183	solute carrier family 34 member 1
345456	PFN3	ENSG00000196570	profilin 3
2161	F12	ENSG00000131187	coagulation factor XII
2870	GRK6	ENSG00000198055	G protein-coupled receptor kinase 6
340037	PRR7-AS1	NA	PRR7 antisense RNA 1
80758	PRR7	ENSG00000131188	proline rich 7, synaptic
1627	DBN1	ENSG00000113758	drebrin 1
9260	PDLIM7	ENSG00000196923	PDZ and LIM domain 7
79930	DOK3	ENSG00000146094	docking protein 3
51428	DDX41	ENSG00000183258	DEAD-box helicase 41
54540	FAM193B	ENSG00000146067	family with sequence similarity 193 member B
54732	TMED9	ENSG00000184840	transmembrane p24 trafficking protein 9
11285	B4GALT7	ENSG00000027847	beta-1,4-galactosyltransferase 7
202181	SIMC1P1	NA	SIMC1 pseudogene 1
285596	FAM153A	ENSG00000170074	family with sequence similarity 153 member A
728554	LOC728554	ENSG00000291113	THO complex 3 pseudogene
5626	PROP1	ENSG00000175325	PROP paired-like homeobox 1
5626	PROP1	ENSG00000280635	PROP paired-like homeobox 1
5626	PROP1	ENSG00000274382	PROP paired-like homeobox 1
105377772	NA	NA	NA
653316	FAM153CP	ENSG00000204677	protein FAM153C
23138	N4BP3	ENSG00000145911	NEDD4 binding protein 3
64777	RMND5B	ENSG00000145916	required for meiotic nuclear division 5 homolog B
55651	NHP2	ENSG00000145912	NHP2 ribonucleoprotein
64396	GMCL2	ENSG00000244234	germ cell-less 2, spermatogenesis associated
3182	HNRNPAB	ENSG00000197451	heterogeneous nuclear ribonucleoprotein A/B
85007	PHYKPL	ENSG00000175309	5-phosphohydroxy-L-lysine phospho-lyase
91522	COL23A1	ENSG00000050767	collagen type XXIII alpha 1 chain
57396	CLK4	ENSG00000113240	CDC like kinase 4
102724657	MSANTD5	ENSG00000285891	Myb/SANT DNA binding domain containing 5
6940	ZNF354A	ENSG00000169131	zinc finger protein 354A
729522	AACSP1	ENSG00000291019	acetoacetyl-CoA synthetase pseudogene 1
117608	ZNF354B	ENSG00000178338	zinc finger protein 354B
80108	ZFP2	ENSG00000198939	ZFP2 zinc finger protein
285676	ZNF454	ENSG00000178187	zinc finger protein 454
2916	GRM6	ENSG00000113262	glutamate metabotropic receptor 6
345462	ZNF879	ENSG00000234284	zinc finger protein 879
30832	ZNF354C	ENSG00000177932	zinc finger protein 354C
9509	ADAMTS2	ENSG00000087116	ADAM metallopeptidase with thrombospondin type 1 motif 2
80230	RUFY1	ENSG00000176783	RUN and FYVE domain containing 1
80230	RUFY1	ENSG00000284260	RUN and FYVE domain containing 1
101928445	RUFY1-AS1	ENSG00000244945	RUFY1 antisense RNA 1
101928445	RUFY1-AS1	ENSG00000283808	RUFY1 antisense RNA 1
3187	HNRNPH1	ENSG00000169045	heterogeneous nuclear ribonucleoprotein H1
3187	HNRNPH1	ENSG00000284254	heterogeneous nuclear ribonucleoprotein H1
285679	C5orf60	ENSG00000204661	chromosome 5 open reading frame 60
646019	CBY3	ENSG00000204659	chibby family member 3
646019	CBY3	ENSG00000283718	chibby family member 3
821	CANX	ENSG00000127022	calnexin
821	CANX	ENSG00000283777	calnexin
9794	MAML1	ENSG00000161021	mastermind like transcriptional coactivator 1
9794	MAML1	ENSG00000283780	mastermind like transcriptional coactivator 1
4056	LTC4S	ENSG00000213316	leukotriene C4 synthase
4056	LTC4S	ENSG00000283887	leukotriene C4 synthase
11282	MGAT4B	ENSG00000161013	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
11282	MGAT4B	ENSG00000284501	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
100302156	MIR1229	ENSG00000221394	microRNA 1229
100302156	MIR1229	ENSG00000283912	microRNA 1229
8878	SQSTM1	ENSG00000161011	sequestosome 1
8878	SQSTM1	ENSG00000284099	sequestosome 1
51149	MRNIP	ENSG00000161010	MRN complex interacting protein
51149	MRNIP	ENSG00000283918	MRN complex interacting protein
23061	TBC1D9B	ENSG00000197226	TBC1 domain family member 9B
23061	TBC1D9B	ENSG00000284400	TBC1 domain family member 9B
55819	RNF130	ENSG00000113269	ring finger protein 130
442908	MIR340	ENSG00000198995	microRNA 340
255426	RASGEF1C	ENSG00000146090	RasGEF domain family member 1C
5601	MAPK9	ENSG00000050748	mitogen-activated protein kinase 9
9945	GFPT2	ENSG00000131459	glutamine-fructose-6-phosphate transaminase 2
57472	CNOT6	ENSG00000113300	CCR4-NOT transcription complex subunit 6
92304	SCGB3A1	ENSG00000161055	secretoglobin family 3A member 1
2324	FLT4	ENSG00000037280	fms related receptor tyrosine kinase 4
134083	OR2Y1	ENSG00000174339	olfactory receptor family 2 subfamily Y member 1
4245	MGAT1	ENSG00000131446	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
100859930	HEIH	ENSG00000278970	hepatocellular carcinoma up-regulated EZH2-associated long non-coding RNA
729678	LINC00847	ENSG00000245060	long intergenic non-protein coding RNA 847
643836	ZFP62	ENSG00000196670	ZFP62 zinc finger protein
643836	ZFP62	ENSG00000278970	ZFP62 zinc finger protein
79908	BTNL8	ENSG00000113303	butyrophilin like 8
10917	BTNL3	ENSG00000168903	butyrophilin like 3
153579	BTNL9	ENSG00000165810	butyrophilin like 9
102465882	MIR8089	ENSG00000277912	microRNA 8089
7240	TRV-CAC1-2	NA	tRNA-Val (anticodon CAC) 1-2
100189362	TRL-AAG1-1	NA	tRNA-Leu (anticodon AAG) 1-1
100189273	TRL-AAG1-2	NA	tRNA-Leu (anticodon AAG) 1-2
791232	TRV-CAC1-3	NA	tRNA-Val (anticodon CAC) 1-3
26693	OR2V1	ENSG00000185372	olfactory receptor family 2 subfamily V member 1
285659	OR2V2	ENSG00000182613	olfactory receptor family 2 subfamily V member 2
100188990	TRV-AAC1-2	NA	tRNA-Val (anticodon AAC) 1-2
7241	TRV-AAC1-3	NA	tRNA-Val (anticodon AAC) 1-3
100189541	TRV-CAC1-4	NA	tRNA-Val (anticodon CAC) 1-4
100189004	TRL-AAG1-3	NA	tRNA-Leu (anticodon AAG) 1-3
100189328	TRL-AAG2-1	NA	tRNA-Leu (anticodon AAG) 2-1
100188992	TRV-AAC2-1	NA	tRNA-Val (anticodon AAC) 2-1
7219	TRP-TGG3-1	NA	tRNA-Pro (anticodon TGG) 3-1
102577426	LINC01962	ENSG00000248473	long intergenic non-protein coding RNA 1962
7236	TRT-TGT6-1	NA	tRNA-Thr (anticodon TGT) 6-1
81786	TRIM7	ENSG00000146054	tripartite motif containing 7
100189280	TRA-TGC3-1	NA	tRNA-Ala (anticodon TGC) 3-1
100189399	TRK-CTT2-2	NA	tRNA-Lys (anticodon CTT) 2-2
7239	TRV-AAC1-4	NA	tRNA-Val (anticodon AAC) 1-4
790966	TRK-CTT2-3	NA	tRNA-Lys (anticodon CTT) 2-3
100049614	TRV-CAC1-5	NA	tRNA-Val (anticodon CAC) 1-5
100616342	MIR4638	ENSG00000264732	microRNA 4638
90933	TRIM41	ENSG00000146063	tripartite motif containing 41
10399	RACK1	ENSG00000204628	receptor for activated C kinase 1
619571	SNORD96A	ENSG00000272296	small nucleolar RNA, C/D box 96A
619570	SNORD95	ENSG00000264549	small nucleolar RNA, C/D box 95
101928649	CTC-338M12.4	ENSG00000233937	uncharacterized LOC101928649
84851	TRIM52	ENSG00000183718	tripartite motif containing 52
100507602	TRIM52-AS1	ENSG00000248275	TRIM52 antisense RNA 1 (head to head)
100132062	LOC100132062	NA	uncharacterized LOC100132062
26683	OR4F3	ENSG00000230178	olfactory receptor family 4 subfamily F member 3
441123	NA	NA	NA
285766	LINC03066	ENSG00000263667	long intergenic non-protein coding RNA 3066
