CM1	CM2	CM3	CP1	CP2	CP3	CP4	CP5	KM1	KM2	KM3	KP1	KP2	KP3	KP4	KP5	KP5.1
102724890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100423019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100505967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103695363	0	0	0	101	2	0	2	0	0	0	0	52	0	0	0	0	0
2290	0	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0
387978	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5587	54	38	590	4	679	2	0	8	97	60	733	1	769	10	0	0	4
55632	3880	9640	1828	5716	3517	3706	6127	4670	3276	5853	1618	3627	3996	2168	3885	2999	4541
23256	4925	10026	4494	12781	2768	5241	4686	5589	4740	9151	4252	11223	2944	4392	3419	4132	5385
1690	531	905	308	0	160	1967	2	485	674	708	358	0	172	2120	8	471	584
100506071	4	2	0	0	2	9	0	2	4	0	6	2	0	4	0	6	1
29966	3873	8439	3058	7660	1929	4861	3613	3226	4373	7243	3360	6400	3076	4588	3312	2736	3434
693209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11154	923	2796	315	957	546	1315	1297	952	966	1791	356	744	407	990	835	564	769
25831	16454	44342	14987	37575	11951	24471	22242	14527	16565	39026	14245	32136	12464	19199	17608	12018	18107
25938	2816	4552	3312	5690	2510	3760	5275	6103	2707	4914	4307	4089	2467	3063	5125	3914	5492
101927124	6	27	4	15	15	14	11	18	7	27	13	32	7	22	4	20	25
112487	1913	2155	1318	2829	1556	2663	1931	4164	1892	1917	1118	1993	1483	1941	1510	2751	3572
2856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80224	2177	2521	680	2141	507	1612	1821	2646	1754	1556	688	1590	418	988	1537	1798	2466
84837	365	604	376	210	105	149	316	2090	460	632	474	148	45	155	382	1701	2146
394	13536	33895	10768	19108	6357	10398	13689	27436	15417	32961	11848	16992	5824	9413	13541	21630	31203
101954275	1	0	3	0	0	1	0	0	1	0	3	0	0	0	0	6	0
101954278	12	53	28	43	23	29	25	38	17	38	23	36	21	45	57	31	5
9472	30	653	532	344	53	45	139	809	30	430	820	261	53	56	96	538	993
64067	66	8	183	0	4	0	14	2	30	12	222	0	8	0	20	0	0
112399	784	2517	1712	432	109	16	457	37	738	3648	1727	428	130	30	886	34	25
171546	5480	10076	7327	15204	5302	12063	2773	17618	7911	9092	7403	14754	7143	9589	2780	11698	9377
55837	1049	4854	1402	3234	1232	1252	1828	2459	1699	6460	1809	3357	1357	1664	1870	2514	2492
26865	0	1	2	6	2	2	0	4	0	9	1	7	0	0	1	5	3
26866	0	1	0	0	0	1	0	4	2	3	4	4	0	2	1	2	2
58533	10040	19996	3509	6977	5212	11189	6482	8529	12448	21106	4019	5864	6103	9542	5639	7509	9684
1073	3685	5404	1648	6289	6084	5685	1708	12179	4247	6687	2214	5742	9614	4505	2045	7289	9081
11177	7854	19522	8156	5028	5225	8753	6014	11968	8390	16415	6254	3566	4445	6826	4421	6276	7588
280655	1	6	2	2	0	0	0	15	0	0	3	2	2	0	3	0	0
6729	6212	20015	10778	5232	6798	8097	7148	7454	7214	17675	9269	4380	6671	6777	6171	4958	6586
283635	3116	7012	4445	2212	2772	5521	2467	2170	2901	5584	4130	2340	2490	4320	1953	1786	1703
101927178	3	3	3	4	0	0	2	2	2	3	1	0	2	4	2	0	0
55012	1087	4573	1038	1341	963	1320	2157	1415	1108	3021	860	897	859	772	1557	674	823
9692	2201	8970	2733	1670	2840	2465	2800	3732	2454	6592	2571	1104	2617	2036	2178	2665	3564
5687	15515	38257	11409	9231	8164	22701	15302	19410	17743	33242	9479	6488	6892	17493	13187	12006	14270
4792	2832	12693	1359	4238	2649	16596	6432	4697	4872	19672	1604	4654	2395	17066	5629	4050	5156
84684	0	20	8	0	4	8	2	4	12	5	12	0	4	10	2	24	14
253959	1613	6675	4504	2219	2933	5036	4383	3494	1497	6012	5281	1696	2717	3495	3135	2861	4296
84312	457	3293	435	425	532	841	932	1175	776	4562	825	590	778	1137	898	1244	1376
101101773	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
100886964	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
102723418	7	4	1	0	0	0	3	14	18	13	7	0	1	1	0	1	4
51562	1296	4779	2276	881	820	1356	2556	2232	1538	4847	2336	754	896	1288	2964	1757	1416
253970	2	0	5	0	0	0	0	0	0	2	11	0	0	0	0	0	0
7080	0	278	374	0	0	2	12	28	0	377	597	0	2	0	8	20	28
100506237	0	9	19	0	0	0	0	0	0	31	33	0	0	0	0	0	0
26257	20	1288	188	0	8	0	0	0	20	1433	118	0	6	2	2	0	0
5083	8	1296	904	34	104	14	0	2	0	1368	1693	48	43	20	2	0	0
89874	19	1104	455	4	149	12	142	35	17	909	767	4	140	20	177	79	116
100616280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129794	30	17	80	17	4	50	66	165	10	70	111	20	3	63	51	128	168
145282	324	4076	652	242	695	440	911	547	342	2979	759	224	820	458	658	338	470
3169	1221	13889	947	627	240	1198	7320	106	1232	24428	1509	510	173	1239	11617	78	112
319089	92	859	135	241	22	112	403	2	124	1192	149	123	17	90	696	2	4
6751	0	43	0	0	0	10	0	3	0	36	8	0	0	3	0	0	2
161198	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	22
102723503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283547	4	24	6	2	0	0	0	131	8	20	2	1	0	2	0	30	32
10484	11280	38972	4556	6076	12485	22507	7628	24655	10981	33211	3963	5856	14376	15364	6278	19187	24229
8487	980	3745	1099	825	849	1562	1367	2340	849	2337	906	554	567	1070	822	1044	1030
122553	2635	11183	3680	2315	2060	2964	3136	2559	2486	9775	4193	1694	1622	2447	2212	1714	2328
5411	9901	21814	8567	9734	4584	10093	15623	17418	9951	16475	7986	8490	4840	8381	12113	11056	12338
117153	12	180	104	120	7	32	2	10	36	57	235	91	0	2	2	0	0
4253	5411	16697	4155	8753	2127	5545	5356	3904	5059	15192	4702	7774	1885	4519	3242	2106	2600
100288846	0	3	4	2	8	7	2	0	5	5	5	7	1	7	1	5	7
254170	1075	4982	2369	2731	853	1404	1213	5909	1348	3806	2771	2116	983	1327	1184	1851	2589
644919	6	0	407	0	0	0	354	8	2	0	517	1	2	0	284	0	0
145581	0	0	30	0	543	0	0	15	0	2	78	2	617	0	0	25	18
84075	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
122525	212	485	193	491	163	124	339	245	250	612	287	531	151	139	306	235	350
101927418	0	1	9	8	3	0	2	12	2	7	4	7	2	1	2	10	8
54813	1047	2560	1874	1434	1099	1680	1419	1354	1297	2501	2318	1340	1046	1260	1307	875	1424
23116	1006	2265	896	1488	898	1056	1473	1892	1483	2745	1186	1440	1152	1337	1754	2236	3364
55015	1130	2450	1605	2245	1091	1667	1652	2917	1339	2603	1736	2275	1269	1775	1354	2093	2885
100113389	3	0	2	0	0	0	0	5	0	3	1	0	0	0	0	5	1
2287	7467	16380	5253	13340	5569	7603	8389	13143	7614	10668	5077	9999	4605	5950	8263	9106	7626
57697	1411	3132	1608	2274	936	1866	1106	2030	1213	1558	1343	1965	670	1531	969	1127	1608
55320	3750	8540	2457	3687	2257	3238	6434	5885	3591	5278	2417	2809	1861	2578	6455	3192	4511
100506412	0	6	0	2	0	0	0	0	2	2	0	1	0	0	0	0	0
140801	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161357	0	0	0	2	0	58	0	2	2	0	2	0	0	38	0	0	0
100500919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100506433	0	0	0	413	0	2	0	0	0	0	1	201	0	0	0	0	0
6235	46069	88597	47572	65508	29574	42061	57841	57021	53837	83753	42074	51455	18707	41059	56043	44717	14653
6029	54146	71743	24965	67430	33877	39125	32073	7463	62554	58213	31116	56445	36185	37774	8153	8492	11255
122769	2442	5602	2112	4876	1185	3052	3226	2738	2491	4029	1721	3515	949	2402	2609	1349	1396
6166	13477	30875	21471	27655	10026	15193	16225	16535	13479	33134	19279	21248	7561	13524	15218	11218	7966
4247	7558	10757	10347	9479	4406	5548	3971	6511	8091	8939	10773	7763	4988	4847	4214	6724	8890
55172	1048	3273	2317	1988	1391	1972	1827	1968	1447	3074	2443	1730	1419	1645	1575	1476	1737
5427	707	1977	789	2121	721	1871	1238	1777	559	1105	616	1497	470	1249	781	582	806
122773	17	59	20	43	64	48	71	91	17	94	28	42	58	66	78	123	91
23588	1547	4948	2949	3393	1652	1890	1894	2557	2027	7801	4236	3294	1720	1923	2425	2320	3161
9147	3865	8359	5417	5453	3839	6371	4222	8124	4203	7658	5858	4669	3802	5452	3632	5635	7184
378706	110705	147465	62397	140258	58997	73845	51109	13028	123567	115623	73087	122356	63243	69378	17439	15896	13548
382	20135	33734	11663	38908	13507	24295	15939	22780	26462	35893	12132	31507	15951	26779	16541	23520	21238
102464828	5	0	0	6	3	2	0	6	2	0	0	1	0	0	0	0	0
283551	434	210	28	1005	165	669	98	2335	442	137	30	470	83	500	77	1648	1706
100506499	71	88	8	266	9	298	57	611	84	68	1	138	2	221	20	281	391
196913	9	5	1	3	1	0	0	9	9	0	1	0	0	4	0	4	2
79609	516	1275	653	808	601	701	592	932	667	1055	661	652	413	651	522	562	723
6655	1709	5535	3266	3589	3480	3164	3023	3448	1704	3473	3669	2323	2184	1937	2070	1837	2537
79944	2721	6325	2184	4415	2744	5111	2936	6943	3018	4113	2137	4040	3164	4270	2463	5123	5557
100616261	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
27109	709	1322	718	1268	898	988	907	939	776	947	713	982	873	872	711	755	1027
8814	220	200	140	381	130	106	181	448	233	158	110	279	166	125	117	158	267
11183	3390	5548	4655	9283	1844	6277	3704	3728	3667	5080	4733	8328	2210	5466	2931	3489	4585
51062	239	323	1193	627	181	102	127	182	283	232	1412	538	185	96	197	172	303
60485	3977	4953	2317	12673	2441	3831	4106	2703	3718	4232	2377	11422	2243	2754	3614	2106	2301
51199	8350	4442	1660	5723	3969	6548	3057	5602	8558	5186	2100	5282	5226	6490	2357	5089	7020
145447	48	9	0	25	1	2	0	29	19	6	0	3	0	7	0	6	9
5836	12068	2381	684	7760	1298	8521	25	14538	15118	2918	826	6963	1202	10209	2	9126	12119
114088	99	697	3168	8	69	58	6	96	272	522	5530	22	70	189	4	78	160
81542	7313	15141	6419	10650	5884	9992	9719	11836	8516	13556	6404	8366	5639	7875	6968	8385	11465
283553	2	7	3	0	1	1	0	1	0	6	10	2	0	0	0	0	2
100874185	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
122786	839	14095	1858	6671	2590	2321	1502	488	589	13240	1115	4222	2686	1479	1042	269	460
145438	37	170	78	101	19	64	30	33	29	119	58	133	16	45	29	30	52
54331	23	40	742	14	17	4	96	193	15	16	1509	4	10	10	68	27	22
102723604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51637	6417	13766	7126	11905	5174	8901	10241	10726	6807	10938	6798	8753	4022	6865	8297	7546	7346
22795	36	266	61	36	146	28464	60	60	43	254	38	74	132	20836	41	55	61
5729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5732	2	8	66	8	28	0	232	8	2	16	30	4	18	0	343	2	6
57544	923	1627	1300	1620	305	511	567	1377	842	661	1451	971	270	449	606	810	933
283554	333	240	52	338	95	290	34	88	553	223	105	367	125	416	110	121	130
30001	16817	21779	7352	21731	8595	24182	20591	9886	19571	17611	7881	21480	9982	23083	17020	8390	9924
5706	7103	13341	6876	12450	4708	11206	8412	7080	6804	9787	6268	10504	4460	8506	5882	4891	5895
6815	3800	5151	2133	5372	6490	6654	2931	5045	4028	3853	2205	4690	6209	5167	2401	3911	4115
64841	8366	13051	12359	13248	5584	10969	12095	8596	7747	8911	9992	9512	4701	7011	9224	4390	5471
10979	1510	5456	1052	505	4173	4414	2272	5296	1144	2769	809	317	3600	2726	979	2884	3491
80821	1380	2388	2325	2312	1460	1893	1602	2095	1603	1558	2126	1659	1754	1730	1145	1444	2118
101927620	4	0	2	6	0	1	2	0	3	0	0	0	2	2	0	0	2
100847076	0	0	0	0	0	0	4	0	0	4	0	0	0	0	5	0	0
652	1357	5530	32	16	22	17	29173	0	2187	6419	49	25	9	9	21022	0	3
1033	2105	3885	359	3352	490	1855	3400	2365	3995	3839	1097	4533	1073	3547	4155	3292	3097
10175	6766	7673	5828	10334	3845	10058	8011	7532	9042	8645	6552	9359	4986	10513	5377	7023	8841
2764	7004	7775	12436	18564	8166	11373	9260	11506	5766	5882	12947	13274	7129	6931	5771	7304	9450
10668	625	1160	667	935	534	681	749	751	950	1294	854	996	708	791	691	804	953
23034	2132	1583	27	5337	852	2316	1587	306	1524	834	24	3971	456	1425	995	130	123
2643	755	1472	2125	3843	292	1384	892	1923	879	1302	2394	4093	256	1213	664	480	643
100422984	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
11169	3712	7223	2645	8056	3473	5659	5706	7754	3028	3830	2143	5681	2572	3925	4182	3532	4487
122809	2022	4247	2444	4397	2020	1802	2731	1747	3067	4974	4177	5955	4143	2686	2904	1980	2881
93487	3689	8267	7136	11799	4718	6183	6380	5855	5528	10153	8530	11770	6048	7332	5869	5298	6388
3958	19025	10857	946	22791	4563	8894	19467	11544	39388	26539	1431	28884	9298	13395	24070	15982	13793
9787	7665	18939	2253	10922	5429	9713	12317	13566	6304	8710	2243	7772	4717	7586	11803	7370	8940
55030	3172	5787	1865	4646	2022	2483	6813	3399	3537	6599	2222	3137	1264	2000	8421	2050	2842
22863	1279	3132	1250	2710	1721	1412	2485	2807	1772	3295	1374	2655	2129	1295	2597	2964	4131
387332	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	5	0
100129075	89	82	105	318	332	196	160	536	187	68	121	237	270	99	117	398	383
3895	28416	40462	20830	40486	42199	32724	45399	83020	26602	32421	21560	34358	46505	23363	42679	56227	75322
645683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645687	7	39	13	92	4	2	11	0	14	10	4	64	2	0	5	0	5
57161	89	1322	5797	2	2	2	504	110	189	2093	5714	4	10	0	516	41	80
54916	885	1038	2113	1649	433	1066	1569	1688	1238	1463	2896	1863	629	1304	1662	2209	3125
5015	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0
100309464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10640	6956	14945	9710	14697	7986	14055	7141	10540	6016	10621	10202	10815	7599	9383	4828	6762	9512
55745	2342	5008	3911	3544	1965	2979	2940	2755	2683	5387	5980	3226	2184	2689	3028	2319	3111
122830	2893	5183	4356	4920	2878	4065	2906	3543	3038	5001	5023	4294	3360	3670	2691	3658	4432
55195	8	18	21	0	0	0	0	0	2	0	21	0	0	0	0	0	4
341880	1	0	0	2	2	0	1	0	1	4	0	0	12	2	0	1	0
145407	2	20	39	10	8	8	0	8	9	11	75	12	50	8	0	28	51
55860	2920	4993	3862	5425	2269	4435	3976	3800	3336	4216	4744	4448	1938	3834	3379	2806	3575
100189107	0	2	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0
5684	10392	13636	10929	14942	5378	13122	11592	11789	11108	11670	8871	11405	4016	9618	8945	6754	6553
379025	949	3401	1161	2102	943	994	1442	814	1104	3128	1636	1951	895	1026	1145	617	639
5926	2359	5129	3228	3732	1822	2612	3401	4316	2510	4695	3167	3606	1682	2326	3464	3891	4641
387990	3	4	1	5	2	13	1	24	7	9	5	8	0	9	6	3	14
26520	1292	1103	2722	2890	1000	2243	2174	2122	1607	1426	2859	2369	686	1881	1547	1551	1340
9786	1456	3074	3510	3343	1767	2295	2852	4454	1168	1502	3607	2242	1168	1494	2076	2408	3603
51339	4	18	176	7	35	2	4	2	0	16	175	2	14	0	2	2	0
102723742	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
23002	6804	14824	2935	7730	2547	2015	4761	854	5281	11490	3363	7830	2336	1612	3555	750	1105
64582	283	175	181	303	225	263	182	409	359	145	191	207	172	300	125	278	345
112849	440	397	553	1491	635	478	238	730	455	472	417	1503	1174	443	139	480	591
51528	3059	4759	4002	5336	2568	4158	4518	3125	3632	4742	4327	4356	2756	3992	4183	2631	3131
729665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6252	4	17	4	8	0	6	4	133	7	14	9	4	4	0	10	138	198
100847088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
341883	0	54	0	5	0	0	0	3	0	21	0	0	0	0	0	1	0
64430	2932	7919	2977	14222	4892	4120	2262	5277	999	2703	1284	3597	1178	1150	1162	1379	2024
51635	3211	5861	5197	9437	2083	4246	5475	4018	3634	7138	6234	8789	2138	4042	5127	2600	2927
5494	2594	6575	2987	5001	2310	3076	3759	2584	3817	7321	4979	6041	3016	3291	4580	2584	2635
317761	0	42	4	4	6	2	4	3	0	26	2	0	2	0	1	2	0
4990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378189	19	22	5	9	0	0	23	26	14	17	2	6	12	1	19	16	33
104548971	8	7	0	2	2	0	8	8	2	9	0	2	2	0	6	6	3
6495	1593	1917	491	1831	1145	596	2050	2733	1895	2254	635	1728	1182	508	2561	2402	2687
51804	2400	4208	1013	4456	1482	1717	3506	2936	3041	3921	1583	5434	1542	1639	4461	2456	3123
4331	1722	2366	2279	2094	1407	2597	2838	3910	1506	2160	2405	1849	1181	2058	2169	2625	2710
57570	1042	2128	1467	3500	1181	2132	2492	3010	1518	2242	1348	3156	1436	1892	1983	2031	2682
145389	1219	1353	898	2681	800	796	764	2181	1335	1050	881	2406	873	660	852	2045	2539
161291	10262	11220	3395	14996	18	8169	4429	19	5475	7233	3393	5890	4	2933	3011	2	0
5583	2400	3924	1985	3783	74	4422	1435	530	2118	3889	2466	3263	70	3443	1374	332	485
101927780	20	21	20	82	0	12	5	215	47	30	10	72	4	2	2	133	82
400221	191	29	4	12	0	42	14	63	132	28	8	20	0	28	6	20	31
100750246	2	8	2	2	0	2	0	2	8	6	10	9	2	8	0	6	15
3091	9106	12081	8187	13581	3727	9429	12412	10233	11129	13899	10823	14901	5665	9740	8948	9468	12661
100750247	0	3	2	1	0	2	0	0	2	2	0	0	1	1	5	0	8
6617	645	1309	947	887	1035	1041	1028	2097	1247	1723	1305	1159	1816	1815	1313	2262	2437
83851	4	564	0	0	6	813	455	2	2	469	0	2	12	343	588	4	0
646113	0	4	0	0	0	18	4	0	0	21	4	0	0	14	0	0	0
101954204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27133	0	0	961	0	0	0	0	20	0	0	1179	0	4	0	0	2	0
57381	0	56	0	1	4	4	2	0	6	59	2	0	0	3	0	0	10
122876	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0
5529	5435	11765	5231	8464	6556	7457	7619	6630	5632	11042	4949	7308	7836	5956	7056	5747	6815
112840	1354	2902	1116	1816	1850	1717	1139	1622	1777	2232	1264	1376	2020	1205	940	976	1348
81537	2874	4839	1315	4185	5457	4118	1626	3114	3575	6132	1341	2339	4239	2545	986	1954	2604
23224	5083	15069	4786	8087	7614	6784	11113	7958	5067	11611	6655	6352	8088	6115	8734	4762	7128
100313830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2100	40	29	54	70	28	45	24	137	57	51	61	46	22	40	35	87	52
441687	9	6	1	11	2	14	0	23	8	0	2	16	6	3	2	15	20
4522	14633	17912	12325	23611	10576	17404	19168	28371	14231	11576	10715	20134	11342	13289	16969	17714	21992
7597	359	638	402	1144	287	543	403	638	455	539	502	1007	343	412	263	662	857
9495	363	187	64	164	147	463	195	558	291	118	61	74	87	271	140	354	445
22890	1548	4593	2510	4339	3002	1958	2421	2339	1898	4206	3306	3816	2630	2019	2374	2478	3638
102723809	3	12	3	14	1	6	4	3	1	5	16	5	1	3	3	4	8
3306	836	1410	3769	1157	1925	8482	377	571	1314	1489	4705	871	1283	8497	471	562	645
145376	28	56	431	74	31	66	196	35	23	52	533	41	23	48	125	36	42
26030	1803	9757	2893	6280	1020	4016	3049	1273	1808	11505	4879	5814	1412	3581	3337	2122	3072
6710	190	1218	2078	1388	57	298	291	182	171	1096	3947	1043	36	215	379	141	201
102465841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100529261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91612	1229	2977	1078	3899	1883	1977	4989	3743	1314	2511	1313	2867	1753	1341	4090	4254	5971
2877	3026	18614	18283	70	0	20	2466	70	3899	25730	22137	56	2	19	5626	10	15
376267	3421	2087	1467	763	327	6599	5262	386	8697	4244	3473	2015	808	12776	11166	558	706
2342	95	121	56	95	92	119	54	45	91	146	73	84	91	106	76	46	31
4149	3416	6784	4768	6690	2589	3133	3727	4338	3729	6160	4316	5137	1724	2327	2810	2556	2488
100616490	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
100506321	2	0	1	3	0	1	2	1	2	1	0	11	1	0	0	2	3
100128233	2	2	0	41	0	0	0	0	0	3	0	42	0	0	0	0	0
100616176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645431	205	137	3	169	2	6	64	16	105	210	9	86	12	4	96	26	20
2530	4683	10492	673	8505	2064	775	6270	1975	4128	12364	785	6592	2531	630	5110	2205	3251
693210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440184	0	1	3	2	1	2	1	0	0	0	0	10	0	2	0	0	0
10243	1646	1955	2149	2876	1085	2518	1478	2125	1460	1707	1706	1860	705	1779	1031	1154	1586
161142	4	7	0	3	529	9	3	110	4	6	2	3	669	0	2	20	39
64398	6279	9186	3032	11861	9047	5566	4605	6504	7267	8414	3134	10561	10724	4672	4317	4534	5879
51382	4653	9881	4692	9169	5348	4775	4160	4437	4536	7574	4533	7250	5768	3832	3411	3158	3763
1965	9469	14273	13494	22625	7330	14328	12268	17918	8807	11174	9494	15720	6988	10289	7953	8677	9007
26499	5190	6755	2735	9622	243	408	4578	44	3886	4838	2755	4858	130	201	3517	2	2
100847064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161145	115	139	11	257	107	0	77	20	598	421	40	477	176	4	338	149	232
57475	424	1205	308	1634	331	815	1183	937	417	774	362	799	171	757	1294	510	741
5283	873	1636	1001	360	1004	1157	938	1393	1039	1820	966	402	1132	1415	903	1241	1400
384	618	1471	5850	1570	374	1058	2362	1211	925	1419	8068	1314	482	1077	1969	1428	1581
10490	3316	3522	2218	7214	2314	5962	3689	4102	3696	4598	2317	6113	2656	4665	3530	3813	4500
51109	7544	10747	8304	26336	4441	8855	14668	10808	8572	10759	13355	23474	5426	9314	15202	7638	9462
145226	36	7	11	51	2	1	2	9	27	9	42	38	3	3	8	24	45
23503	3082	5291	1962	5948	3876	2691	2766	5066	4318	5359	2155	5682	4175	2274	2906	5288	7984
5890	646	724	366	1042	252	596	500	834	552	547	331	702	179	408	425	506	652
100996664	7	29	4	128	0	97	4	45	6	10	2	55	0	58	13	48	65
677	13334	34313	849	24494	3388	30042	20582	24610	20418	47841	1052	12976	4210	23456	19065	22204	31092
105370548	24	2	18	30	6	13	9	59	25	22	16	55	4	26	12	93	102
87	17499	45054	12910	46095	19144	13448	13758	22685	19507	39325	13014	37016	17633	7491	11125	15454	22501
161159	9	3	2	5	0	0	1	1	7	2	0	16	6	0	2	0	4
8816	3667	5865	3737	6741	2973	4829	3752	3324	4070	6999	4337	6243	2746	4318	3714	3669	4644
55218	1652	5695	2906	2946	2372	3097	1663	2435	2063	5134	3874	2467	2152	2942	1644	2229	3032
57452	11	8	0	8	47	2	0	58	18	8	7	4	81	6	5	78	84
2079	16846	40323	19800	34541	14129	24099	30030	29986	19092	30572	16988	25820	10210	18685	23754	17685	10456
55334	5583	15160	4880	10219	5953	6763	7515	4455	6391	13555	6516	8765	6525	6259	6983	3669	4991
105370551	2	3	0	2	2	0	0	0	3	0	2	4	4	0	0	0	0
400224	75	34	0	0	8	0	2	10	170	30	1	17	5	7	0	4	14
56936	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	6
9766	3361	6865	6498	1602	1126	1837	2590	1120	4388	9039	12356	2242	1656	1602	2546	1057	1437
100289511	9	15	29	74	2	44	24	39	13	21	49	54	7	20	13	23	22
6430	6646	8078	7933	24699	4431	9017	13544	12783	7816	11451	8805	20383	3402	8193	12726	9904	10310
6554	2	6	3	0	0	0	0	0	2	4	5	4	2	4	3	4	3
64093	0	56	4237	0	0	18	6	115	2	53	5808	0	2	16	2	0	0
6547	0	10	10	2	0	0	0	2	2	1	6	0	6	2	2	0	0
145241	2	22	0	2	2	1	2	0	4	19	4	0	0	0	6	0	9
51241	220	591	254	299	177	353	406	338	270	505	287	265	166	359	323	422	410
100529257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105370554	0	2	6	8	0	0	2	2	4	2	4	3	1	4	0	1	0
55333	2086	6634	3392	2142	2384	3692	3262	3568	2775	6081	4696	2121	2360	3023	3178	2177	3256
8747	47	502	3	38	4	17	30	60	68	343	24	38	0	4	43	57	85
317760	2	10	2	2	0	2	7	6	10	12	11	4	1	0	0	4	6
8748	0	2	4	0	4	2	0	7	0	0	2	1	0	3	2	2	0
10001	2403	3778	2025	4456	1391	3391	2336	2780	2325	2919	1782	2828	1225	2731	1678	1844	1992
101928075	7	4	16	2	0	0	0	0	14	12	13	6	0	8	2	0	0
23508	5193	3562	2159	1800	35	2056	1183	30	6119	4432	2462	2585	18	2610	1145	16	14
103695436	52	328	21	115	0	2	46	1	100	236	9	71	0	5	42	0	0
4293	4826	10709	5472	7732	2939	4792	3398	1757	4658	7810	6067	6615	2238	4211	3130	1380	2210
22990	4599	7609	2452	8795	3867	4870	3209	5490	6268	9714	3757	10518	6117	5685	3472	7627	11145
105370706	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26037	2926	10024	3504	7514	2915	3872	8966	3504	3718	7033	4034	5973	3682	3852	7727	2827	4228
319139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
145474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9628	7	145	813	82	0	0	22	12	4	125	1495	134	0	4	9	3	21
102465832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8110	109	125	12	22	6	10	4	37	128	47	18	8	3	2	2	32	32
26094	595	1211	346	752	453	626	434	1434	842	1311	457	701	572	817	419	1299	1859
100189359	0	0	2	7	0	0	1	0	0	0	1	11	1	0	0	0	0
53349	835	2671	594	2929	2954	808	1085	1851	1407	3004	1218	3325	2886	1104	1323	2260	3015
58517	9301	13563	10774	12560	10845	14710	12339	17657	8914	12051	8798	10424	11013	10205	12559	12884	13089
5663	6696	10308	3957	9489	4446	7562	7019	6742	9029	10781	4627	8623	6913	6684	6625	6765	9043
89932	63	231	24	232	1941	67	113	17	91	387	28	281	2216	47	127	11	30
101928123	3	4	0	4	161	32	5	0	15	16	0	3	188	17	21	0	0
8650	5950	9451	4647	12386	4477	8823	5714	7099	6956	9855	5731	10086	4341	7357	6094	6097	7189
101928143	7	0	60	4	0	2	1	2	5	0	42	2	0	0	0	1	0
399671	27	17	49	218	5	17	30	13	24	15	37	162	10	20	3	15	34
