,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000088832.17,FKBP1A,2280,20,-1,1368977,1393164,-0.067183287,8.686851626,1.456540186,0.254558242,0.402909886
ENSG00000088833.17,NSFL1C,55968,20,-1,1442162,1473842,-0.067906374,6.746887586,0.563158034,0.469843323,0.62478312
ENSG00000088836.13,SLC4A11,83959,20,-1,3227417,3239559,0.346267114,6.466703792,13.17690821,0.004421178,0.018715583
ENSG00000088854.12,C20orf194,25943,20,-1,3249306,3407669,-0.184130258,4.12212433,3.992940432,0.07287045,0.158823238
ENSG00000088888.18,MAVS,57506,20,1,3846799,3876123,0.746422351,7.55566735,29.96712806,0.000247492,0.002352371
ENSG00000088899.15,LZTS3,9762,20,-1,3162617,3173549,0.607117487,5.369371091,25.28924994,0.000475434,0.003754506
ENSG00000088970.16,KIZ,55857,20,1,21125983,21246622,-0.172591932,3.093949739,3.951788894,0.074143981,0.160911684
ENSG00000088986.11,DYNLL1,8655,12,1,120469850,120498493,-0.096074169,7.723600135,0.500867178,0.49487481,0.648226685
ENSG00000089006.16,SNX5,27131,20,-1,17941597,17968980,-0.432209177,7.542733018,155.6369438,1.57E-07,3.22E-05
ENSG00000089009.15,RPL6,6128,12,-1,112405189,112418838,-0.109707553,9.983592002,4.559970712,0.057793956,0.132377768
ENSG00000089022.14,MAPKAPK5,8550,12,1,111842228,111902222,-0.443569277,5.466818399,84.72802576,2.80E-06,0.000153894
ENSG00000089050.16,RBBP9,10741,20,-1,18486540,18497225,-0.334763587,5.093680879,30.56069346,0.000229113,0.002235102
ENSG00000089053.13,ANAPC5,51433,12,-1,121308245,121399896,0.045448714,7.012354737,0.782046997,0.396757221,0.555602774
ENSG00000089057.15,SLC23A2,9962,20,-1,4852356,5010293,-0.329817141,6.074458042,20.67498868,0.00099472,0.006260876
ENSG00000089060.11,SLC8B1,80024,12,-1,113298759,113359493,0.247832718,4.843636446,5.366948291,0.042390141,0.104156018
ENSG00000089063.15,TMEM230,29058,20,-1,5068232,5113103,-0.138681034,7.431608375,7.875689335,0.018157188,0.054320333
ENSG00000089091.16,DZANK1,55184,20,-1,18383367,18467281,-0.031282595,1.71725931,0.05344501,0.821716773,0.894160773
ENSG00000089101.18,CFAP61,26074,20,1,20052514,20360703,-0.098822748,0.369565318,0.020572753,0.888725766,0.936332683
ENSG00000089123.16,TASP1,55617,20,-1,13389392,13638932,-0.394114855,3.876570371,42.00119629,6.27E-05,0.000963711
ENSG00000089127.13,OAS1,4938,12,1,112905856,112933219,0.514252579,6.704470823,5.013707419,0.048421245,0.115448044
ENSG00000089154.11,GCN1,10985,12,-1,120127202,120194715,-0.155394132,8.297499965,8.001411558,0.017467591,0.05271266
ENSG00000089157.16,RPLP0,6175,12,-1,120196699,120201235,-0.079896886,10.96242726,1.4853372,0.250209804,0.398113632
ENSG00000089159.16,PXN,5829,12,-1,120210439,120265771,-0.264312797,8.564655838,13.47141575,0.00413147,0.017830747
ENSG00000089163.4,SIRT4,23409,12,1,120302316,120313249,0.807387231,-0.245799183,7.049107468,0.02361291,0.066133128
ENSG00000089177.18,KIF16B,55614,20,-1,16272104,16573448,-0.184397703,5.274515853,8.849819164,0.013557224,0.043286593
ENSG00000089195.15,TRMT6,51605,20,-1,5937228,5950558,0.099623363,5.824237503,1.434427021,0.257968077,0.406369639
ENSG00000089199.10,CHGB,1114,20,1,5911510,5925353,0.938030323,8.058392984,5.865339747,0.035363076,0.090417789
ENSG00000089220.5,PEBP1,5037,12,1,118136124,118145584,0.028719621,7.725298699,0.33521721,0.575087572,0.715547417
ENSG00000089234.16,BRAP,8315,12,-1,111642146,111685956,-0.145571488,5.083193567,8.453670048,0.015234983,0.047542652
ENSG00000089248.7,ERP29,10961,12,1,112013348,112023449,-0.07725242,7.769934982,1.002149963,0.339805462,0.497259076
ENSG00000089289.16,IGBP1,3476,X,1,70133447,70166324,0.053614728,5.474081485,1.016081922,0.336621115,0.493868928
ENSG00000089327.14,FXYD5,53827,19,1,35154730,35169881,-0.143831842,7.719210838,4.573917418,0.057474275,0.131860215
ENSG00000089351.14,GRAMD1A,57655,19,1,34994784,35026471,0.265887772,5.561978841,6.303012378,0.030332506,0.080489646
ENSG00000089356.18,FXYD3,5349,19,1,35115823,35124324,0.054629011,7.102425867,0.002155743,0.963953014,0.980336105
ENSG00000089505.17,CMTM1,113540,16,1,66566393,66579137,-0.008438081,0.187758943,0.001040138,0.974890266,0.985680197
ENSG00000089558.9,KCNH4,23415,17,-1,42156891,42181142,0.525211488,-0.039923584,2.987078603,0.132573477,0.249422182
ENSG00000089597.18,GANAB,23193,11,-1,62624826,62646726,0.088708869,9.514674054,1.364343969,0.269200207,0.419004403
ENSG00000089639.11,GMIP,51291,19,-1,19629476,19643657,0.239180857,4.616715803,3.72804045,0.081572642,0.173248211
ENSG00000089682.16,RBM41,55285,X,-1,107064420,107118823,0.14838024,3.929871979,3.44039422,0.092536482,0.190095419
ENSG00000089692.9,LAG3,3902,12,1,6772512,6778455,-0.439534683,-1.537782765,0.398711189,0.543019195,0.688433559
ENSG00000089693.10,MLF2,8079,12,-1,6747996,6767475,0.046743575,7.947185728,0.966756788,0.348098012,0.505495288
ENSG00000089723.10,OTUB2,78990,14,1,94026340,94048930,0.035083789,3.251364989,0.022547183,0.883550291,0.933625941
ENSG00000089737.17,DDX24,57062,14,-1,94048287,94081212,-0.063272023,7.273969832,1.470787237,0.252394061,0.400641394
ENSG00000089818.18,NECAP1,25977,12,1,8076939,8097881,-0.032053215,5.94676874,0.378163439,0.551975989,0.696276283
ENSG00000089820.15,ARHGAP4,393,X,-1,153907367,153934999,0.581842824,5.527099068,1.93672618,0.193444666,0.330182049
ENSG00000089847.12,ANKRD24,170961,19,1,4183354,4224814,0.34532951,0.727094943,1.746156844,0.21505647,0.356796043
ENSG00000089876.11,DHX32,55760,10,-1,125836337,125896436,0.014128954,6.243286305,0.058012777,0.814407679,0.88967441
ENSG00000089916.17,GPATCH2L,55668,14,1,76151916,76254342,0.037606716,5.405692016,0.231159014,0.640749301,0.768182835
ENSG00000090006.17,LTBP4,8425,19,1,40592883,40629818,0.183751788,4.317804423,3.206667253,0.102829312,0.206509836
ENSG00000090013.10,BLVRB,645,19,-1,40447765,40465764,0.232102641,5.752831453,15.19445116,0.002827973,0.013540335
ENSG00000090020.11,SLC9A1,6548,1,-1,27098809,27166981,0.358756141,5.858251782,36.44140632,0.00011294,0.001385906
ENSG00000090054.15,SPTLC1,10558,9,-1,92000087,92115413,0.88948005,7.054165234,148.3243446,1.98E-07,3.61E-05
ENSG00000090060.17,PAPOLA,10914,14,1,96501433,96567116,0.287740165,8.253049654,28.57457516,0.000298011,0.00268919
ENSG00000090097.21,PCBP4,57060,3,-1,51957454,51974016,0.210937086,4.780972322,4.151258125,0.068216421,0.150811894
ENSG00000090238.11,YPEL3,83719,16,-1,30092314,30096915,0.851153866,4.205768195,6.673736643,0.026738615,0.072712398
ENSG00000090263.16,MRPS33,51650,7,-1,141002610,141015228,-0.143859183,5.42822125,2.657028755,0.133359942,0.250519648
ENSG00000090266.13,NDUFB2,4708,7,1,140690777,140722790,0.056150376,6.341679681,0.11997194,0.73606023,0.836889624
ENSG00000090273.14,NUDC,10726,1,1,26900238,26946871,-0.318939136,7.357566109,20.10203728,0.001098948,0.006737087
ENSG00000090316.16,MAEA,10296,4,1,1289887,1340147,0.191092091,6.390126799,14.73620735,0.003119289,0.014511901
ENSG00000090339.9,ICAM1,3383,19,1,10271093,10286615,-0.658022636,6.529013914,5.549929885,0.039627669,0.098845419
ENSG00000090372.15,STRN4,29888,19,-1,46719511,46746994,-0.104571199,7.088598885,5.618598867,0.038648001,0.09689171
ENSG00000090376.10,IRAK3,11213,12,1,66189195,66254622,-0.411268817,3.603893373,0.579794978,0.463527747,0.618594015
ENSG00000090382.6,LYZ,4069,12,1,69348381,69354234,-0.121455825,7.928524439,0.161601932,0.695929133,0.808847502
ENSG00000090432.7,MUL1,79594,1,-1,20499448,20508151,-0.117323071,5.747370022,2.43497909,0.148932061,0.271869442
ENSG00000090470.15,PDCD7,10081,15,-1,65117379,65133808,-0.202248601,4.656442262,14.82926682,0.003057319,0.014310642
ENSG00000090487.11,SPG21,51324,15,-1,64963022,64990310,0.014113577,6.442036852,0.053748407,0.821221262,0.893884485
ENSG00000090520.11,DNAJB11,51726,3,1,186567403,186585800,-0.367862205,7.479167408,20.46369503,0.001031719,0.006428802
ENSG00000090530.10,P3H2,55214,3,-1,189956728,190122437,0.053396173,5.610599713,0.068439412,0.798797346,0.879568595
ENSG00000090534.19,THPO,7066,3,-1,184371935,184381968,0.546199876,0.748636037,0.393641341,0.552559591,0.696654403
ENSG00000090539.15,CHRD,8646,3,1,184380073,184390736,1.639041165,2.082258701,9.043250043,0.016268544,0.04989807
ENSG00000090554.13,FLT3LG,2323,19,1,49474207,49486231,-0.038948576,0.498716761,0.030054846,0.865736998,0.922858304
ENSG00000090565.16,RAB11FIP3,9727,16,1,425649,523011,0.258934978,4.916197813,13.85693878,0.003785908,0.016799894
ENSG00000090581.10,GNPTG,84572,16,1,1351931,1365737,0.028625479,5.169763065,0.11239031,0.744189963,0.841967195
ENSG00000090615.15,GOLGA3,2802,12,-1,132768914,132829078,0.223136436,6.765232664,9.395698687,0.01159554,0.03864919
ENSG00000090621.14,PABPC4,8761,1,-1,39560709,39576790,-0.150917042,7.793673001,7.665841443,0.019383113,0.057061017
ENSG00000090661.12,CERS4,79603,19,1,8206736,8262421,1.101165453,3.5923823,47.80802112,6.03E-05,0.000944489
ENSG00000090674.16,MCOLN1,57192,19,1,7522624,7534009,0.426493847,4.199437832,45.56471039,4.44E-05,0.000756754
ENSG00000090686.15,USP48,84196,1,-1,21678298,21783606,-0.001785323,6.279430776,0.001004181,0.975327943,0.985920645
ENSG00000090776.6,EFNB1,1947,X,1,68829021,68842160,0.395824895,5.445365731,13.32910227,0.004268523,0.018230842
ENSG00000090857.13,PDPR,55066,16,1,70114332,70162537,0.674164985,6.12831059,80.70980918,3.50E-06,0.000165916
ENSG00000090861.15,AARS1,16,16,-1,70251983,70289707,-0.064223834,8.126482314,0.627729029,0.446114108,0.602321201
ENSG00000090863.11,GLG1,2734,16,-1,74447427,74607144,0.113481674,8.251167825,1.412540831,0.261405101,0.410106444
ENSG00000090889.12,KIF4A,24137,X,1,70290104,70420886,-0.017874906,6.637345189,0.044288488,0.837436723,0.903889291
ENSG00000090905.19,TNRC6A,27327,16,1,24610209,24827632,0.84649756,6.261106222,128.8075233,3.89E-07,5.21E-05
ENSG00000090924.15,PLEKHG2,64857,19,1,39412669,39428415,-0.183264464,7.4829138,10.71088188,0.008112757,0.029381883
ENSG00000090932.10,DLL3,10683,19,1,39498895,39508481,0.215712121,5.517831467,0.405893959,0.539483383,0.685541353
ENSG00000090971.5,NAT14,57106,19,1,55485188,55487568,0.126496276,4.985941872,1.858564504,0.20194375,0.340422094
ENSG00000090975.12,PITPNM2,57605,12,-1,122983480,123151090,0.252625126,5.132849541,3.620774076,0.085461466,0.179549153
ENSG00000090989.18,EXOC1,55763,4,1,55853648,55905086,0.082241567,5.595505577,0.940151029,0.354531216,0.512423818
ENSG00000091009.8,RBM27,54439,5,1,146203605,146289223,0.075896559,6.047994316,1.908009932,0.19651129,0.33369714
ENSG00000091039.17,OSBPL8,114882,12,-1,76351797,76559809,-0.174226115,6.888543128,5.876017833,0.035228762,0.090172613
ENSG00000091073.19,DTX2,113878,7,1,76461676,76505995,0.102635214,5.179563507,0.596053743,0.457494462,0.612489645
ENSG00000091127.14,PUS7,54517,7,-1,105439661,105522271,0.072109023,5.404627391,0.595350481,0.457752664,0.61266905
ENSG00000091129.20,NRCAM,4897,7,-1,108147623,108456717,-0.508827536,5.660083787,1.258824759,0.287433434,0.439642198
ENSG00000091136.14,LAMB1,3912,7,-1,107923799,108003213,-0.027553332,7.780997799,0.073001161,0.792370867,0.874642075
ENSG00000091137.12,SLC26A4,5172,7,1,107660828,107717809,0.280153442,-1.627810782,0.213377505,0.653768374,0.777685971
ENSG00000091140.14,DLD,1738,7,1,107891162,107931730,-0.00691366,7.090093115,0.025923845,0.875211355,0.929227808
ENSG00000091157.13,WDR7,23335,18,1,56651343,57029811,-0.328927237,4.246546871,28.04232261,0.000320524,0.002823547
ENSG00000091164.13,TXNL1,9352,18,-1,56597209,56651600,-0.14654405,5.958210588,7.461568161,0.020673969,0.059885315
ENSG00000091262.15,ABCC6,368,16,-1,16149565,16223522,0.196823306,0.986503664,0.248230409,0.628825675,0.759115032
ENSG00000091317.8,CMTM6,54918,3,-1,32481312,32502852,-0.253253443,7.862161671,25.49483465,0.000461142,0.003663147
ENSG00000091409.15,ITGA6,3655,2,1,172427354,172506459,-0.473638363,8.930580567,18.92340461,0.001357611,0.007857368
ENSG00000091428.18,RAPGEF4,11069,2,1,172735274,173052893,-0.273724914,4.054793813,1.033213826,0.335214063,0.492292638
ENSG00000091436.17,MAP3K20,51776,2,1,173075435,173268015,-0.241147987,6.552780487,6.720364104,0.026324134,0.071903074
ENSG00000091483.6,FH,2271,1,-1,241497511,241519799,-0.178236923,6.768766952,11.81977909,0.006117977,0.023701554
ENSG00000091490.11,SEL1L3,23231,4,-1,25747433,25863760,-0.056132051,6.860723413,0.14525118,0.710885232,0.82075133
ENSG00000091527.15,CDV3,55573,3,1,133573686,133590261,-0.539350421,8.309891636,77.41288863,4.24E-06,0.0001837
ENSG00000091536.18,MYO15A,51168,17,1,18108706,18179802,0.530262731,0.978666915,1.33023661,0.281026318,0.432396927
ENSG00000091542.9,ALKBH5,54890,17,1,18183078,18209954,-0.063590124,6.999618991,2.161564087,0.171476043,0.30257231
ENSG00000091583.11,APOH,350,17,-1,66212033,66256525,-1.103116858,0.260631258,1.274330969,0.318424731,0.473985878
ENSG00000091592.16,NLRP1,22861,17,-1,5499427,5619424,-0.161031349,1.509106095,0.614585087,0.450778194,0.606570876
ENSG00000091622.16,PITPNM3,83394,17,-1,6451263,6556555,0.40469737,3.97220863,13.15471943,0.004443977,0.018790207
ENSG00000091640.8,SPAG7,9552,17,-1,4959226,4967817,-0.030582271,4.87495299,0.17720809,0.682462073,0.799853981
ENSG00000091651.9,ORC6,23594,16,1,46689643,46698394,-0.622234161,5.227979845,40.58150927,7.24E-05,0.00105934
ENSG00000091732.16,ZC3HC1,51530,7,-1,130018287,130051451,-0.241238508,4.555780813,12.21121905,0.005558564,0.02206577
ENSG00000091844.8,RGS17,26575,6,-1,153004459,153131282,-0.474327035,3.706385413,1.291680156,0.281575682,0.432939067
ENSG00000091947.10,TMEM101,84336,17,-1,44011188,44023946,0.30955298,5.282840555,18.12155477,0.001575787,0.008722363
ENSG00000091986.15,CCDC80,151887,3,-1,112596797,112649530,0.525756097,5.61317699,6.718897084,0.026337055,0.071911823
ENSG00000092010.15,PSME1,5720,14,1,24136163,24138967,0.224245679,7.206274639,14.5931425,0.003217524,0.014856831
ENSG00000092020.10,PPP2R3C,55012,14,-1,35085467,35122517,-0.489787249,4.274503096,39.5463163,8.06E-05,0.001136375
ENSG00000092036.18,HAUS4,54930,14,-1,22946228,22957161,-0.319986991,5.16267761,16.33542231,0.002233243,0.011420099
ENSG00000092068.20,SLC7A8,23428,14,-1,23125295,23183674,0.6428875,0.965961256,3.749190506,0.208887763,0.348947963
ENSG00000092094.11,OSGEP,55644,14,-1,20446401,20455089,-0.657606622,4.176750346,55.61104516,1.87E-05,0.00044266
ENSG00000092096.16,SLC22A17,51310,14,-1,23346306,23352912,0.329821026,1.131503246,0.422302597,0.531571141,0.679630351
ENSG00000092098.17,RNF31,55072,14,1,24146683,24160660,0.314487772,5.314188053,15.85661805,0.002462525,0.012217488
ENSG00000092108.20,SCFD1,23256,14,1,30622291,30737694,-0.149511723,6.265637189,8.060360228,0.017155175,0.051928706
ENSG00000092140.16,G2E3,55632,14,1,30559158,30620064,-0.384796756,6.036141519,19.01756526,0.00133444,0.007768833
ENSG00000092148.13,HECTD1,25831,14,-1,31100112,31207804,-0.098482172,8.048518188,2.340340279,0.156276555,0.282454414
ENSG00000092208.17,GEMIN2,8487,14,1,39114285,39136973,-0.591689782,3.829907872,36.78212769,0.000108715,0.00136025
ENSG00000092295.12,TGM1,7051,14,-1,24249114,24264432,0.949120803,1.321290504,21.25856796,0.000900493,0.005873244
ENSG00000092330.17,TINF2,26277,14,-1,24239643,24242674,-0.066960147,5.131545319,1.224799971,0.293682149,0.446092283
ENSG00000092421.16,SEMA6A,57556,5,-1,116443555,116574823,0.399323304,0.444871106,2.159654536,0.171648519,0.302746857
ENSG00000092439.15,TRPM7,54822,15,-1,50552473,50686797,0.167917218,6.473953916,4.760798595,0.053393322,0.124357533
ENSG00000092445.12,TYRO3,7301,15,1,41557675,41583589,-0.19012064,4.708707856,3.967309047,0.07366046,0.160167668
ENSG00000092470.12,WDR76,79968,15,1,43826980,43868412,-0.685784798,4.806753438,35.39720728,0.000127169,0.001504453
ENSG00000092531.10,SNAP23,8773,15,1,42491233,42545356,-0.215538276,5.770416739,9.91965817,0.010025982,0.034602264
ENSG00000092621.12,PHGDH,26227,1,1,119648411,119744218,-0.337741514,5.781289651,8.757706869,0.013926565,0.044331948
ENSG00000092758.17,COL9A3,1299,20,1,62816244,62841159,0.37507181,3.786627687,6.699469117,0.026508902,0.072308609
ENSG00000092841.18,MYL6,4637,12,1,56158346,56163496,0.014032687,9.215213497,0.040303141,0.844811222,0.908535809
ENSG00000092853.14,CLSPN,63967,1,-1,35720218,35769978,-0.522942077,6.038311416,43.42840691,5.44E-05,0.000877332
ENSG00000092871.16,RFFL,117584,17,-1,35005990,35089319,-0.331933175,5.31857046,30.49124907,0.000231177,0.002244192
ENSG00000092929.11,UNC13D,201294,17,-1,75827225,75844552,0.27844052,7.241940535,1.977575705,0.189190008,0.325114432
ENSG00000092931.11,MFSD11,79157,17,1,76735865,76781449,0.097404627,5.572119533,2.827016355,0.12281962,0.236222616
ENSG00000092964.18,DPYSL2,1808,8,1,26514031,26658178,-0.1525812,5.634170694,3.007576681,0.112753164,0.221451104
ENSG00000092969.12,TGFB2,7042,1,1,218345336,218444619,0.79808489,6.115555213,6.349980397,0.029846035,0.079510258
ENSG00000092978.11,GPATCH2,55105,1,-1,217426992,217631090,0.012745965,4.382966122,0.048625552,0.829796677,0.8995137
ENSG00000093000.19,NUP50,10762,22,1,45163925,45188017,-0.113216662,7.19538404,7.088424452,0.023311828,0.065525498
ENSG00000093009.9,CDC45,8318,22,1,19479457,19520612,-0.686196678,5.31825518,48.58407743,3.37E-05,0.000630729
ENSG00000093010.13,COMT,1312,22,1,19941371,19969975,0.191848706,7.075979919,7.242624739,0.022175004,0.063230805
ENSG00000093072.17,ADA2,51816,22,-1,17178790,17258235,1.229224965,-1.451275753,1.212622576,0.298599164,0.451164935
ENSG00000093144.19,ECHDC1,55862,6,-1,127288712,127343609,0.041256291,5.994025897,0.982614566,0.344345928,0.501374989
ENSG00000093183.14,SEC22C,9117,3,-1,42547969,42601080,0.377275382,5.570803046,23.35775468,0.00063925,0.004603536
ENSG00000093217.10,XYLB,9942,3,1,38346760,38421348,-0.329809825,3.100381647,9.776336228,0.010428415,0.035732833
ENSG00000094755.17,GABRP,2568,5,1,170763350,170814047,1.136068382,1.557856936,3.489657514,0.090533936,0.187159899
ENSG00000094804.11,CDC6,990,17,1,40287879,40304657,-0.485725528,6.807689767,34.87406876,0.0001351,0.001551194
ENSG00000094841.14,UPRT,139596,X,1,75156388,75304885,-0.11559598,3.243269783,1.799746393,0.208668146,0.348659805
ENSG00000094880.11,CDC23,8697,5,-1,138187650,138213343,-0.165819956,6.020855277,8.380947401,0.015569642,0.048289825
ENSG00000094914.13,AAAS,8086,12,-1,53307456,53324864,-0.193598721,5.051898806,7.614864314,0.019695892,0.05779883
ENSG00000094963.14,FMO2,2327,1,1,171185249,171212686,-0.054226953,-2.890729289,0.005128897,0.945548922,0.969123796
ENSG00000094975.14,SUCO,51430,1,1,172532349,172611833,-0.317640216,7.326067176,24.89327416,0.000504484,0.00393561
ENSG00000095002.14,MSH2,4436,2,1,47403067,47663146,-0.404273195,6.798035187,36.45033482,0.000112827,0.001385666
ENSG00000095015.6,MAP3K1,4214,5,1,56815549,56896152,0.470699376,5.270899989,60.67741396,1.27E-05,0.000348312
ENSG00000095059.16,DHPS,1725,19,-1,12675717,12681880,-0.073433126,5.353235161,2.009823202,0.185917776,0.321125101
ENSG00000095066.11,HOOK2,29911,19,-1,12763003,12872740,0.191461503,5.347716587,8.95070741,0.013166168,0.042403943
ENSG00000095139.14,ARCN1,372,11,1,118572390,118603033,-0.110705046,8.25392762,4.621710337,0.05639515,0.130018979
ENSG00000095203.14,EPB41L4B,54566,9,-1,109171974,109321059,-0.169536349,5.280987678,1.322920918,0.276159793,0.426739978
ENSG00000095209.12,TMEM38B,55151,9,1,105694541,105776629,-0.329804999,5.190654478,23.44602358,0.000630418,0.00457151
ENSG00000095261.14,PSMD5,5711,9,-1,120815496,120842951,-0.053331161,6.243092541,1.030926864,0.333276138,0.490371203
ENSG00000095303.16,PTGS1,5742,9,1,122370530,122395703,0.12705439,2.56289526,0.047927142,0.83100204,0.900160972
ENSG00000095319.14,NUP188,23511,9,1,128947699,129007096,-0.154060732,7.133200319,6.401652194,0.029321755,0.078313058
ENSG00000095321.17,CRAT,1384,9,-1,129094142,129111189,0.472992825,5.261768645,12.70293957,0.004940426,0.02018771
ENSG00000095370.20,SH2D3C,10044,9,-1,127738317,127778710,1.869246166,-1.347164865,11.58235515,0.006490318,0.024844858
