Geneid	HISAT2 on dataset 210 and 211: aligned reads (BAM)	Length
29095	868	1334
85406	2994	3330
440104	337	3502
4327	12	3392
84305	2106	1276
102724112	22	638
1606	267	3774
6490	62	2815
1017	3213	2445
5869	6288	5731
6821	3584	2525
64375	294	6361
6231	21505	682
2065	803	6193
5036	12906	2626
6171	40531	584
84872	361	2498
23344	15470	4277
140465	2460	1064
4637	29726	809
6601	9264	5681
100189152	0	82
10193	2837	5725
79035	2934	1697
283375	6	2158
283373	11932	8959
93058	972	1805
1431	17331	2976
10330	5642	1599
9924	1700	5564
51561	36	1230
6773	3155	4988
319	2	1689
8914	7341	5138
4284	0	2823
283377	992	2107
27165	63	2826
5939	2011	9088
11176	15781	9634
506	75662	1843
692090	4	75
26789	5	75
10728	26988	3399
4666	28505	7923
5557	1224	1462
8630	86	1892
121214	0	1765
8608	5	4620
11318	6	4149
9880	940	6238
6866	0	1113
4640	11	3803
23306	4436	6907
4665	1760	2711
6778	7938	4477
4035	7278	14905
100302201	0	73
11247	275	1804
6472	14455	2862
56901	13	1347
246329	40	1749
22864	3212	4617
3626	0	3301
83729	102	2437
2735	59	3770
64333	13	3367
4141	8598	2915
102465454	3	63
1649	665	1268
693201	42	97
114785	3354	4894
10540	6805	2223
3798	202	3897
79837	2533	3390
196403	1168	3178
115557	1362	2946
101927583	17	2444
65012	366	2409
2583	807	3935
10956	21274	2862
116986	36	6794
100130776	10	1531
6302	826	2665
1019	10365	2002
102466729	1	65
92979	624	3034
1594	46	2487
4234	490	1530
25895	350	2840
10102	3310	2404
10677	112	6158
10106	10055	5038
407016	2	84
100506844	431	699
91419	11	1499
105369972	0	1976
101927653	0	1976
100506869	0	423
121227	4	4225
9194	34	13239
338811	30	4462
9958	3483	11315
102465133	0	96
23041	4478	10658
283416	45	1684
406891	8	84
57460	1233	6459
552	0	9039
283417	94	5299
10329	830	2497
104169670	2	563
57522	8203	9163
144577	455	4185
115749	90	2096
11260	11335	6389
29110	2835	3481
283349	2567	3706
100500856	0	97
693129	0	97
2799	23292	5128
23329	65	7888
400046	0	3166
11197	0	2240
23592	2583	4798
253827	247	4666
100507065	2	2513
105369187	0	725
204010	0	1144
8091	5	5129
100129940	0	8086
102464827	0	107
84298	2043	1217
103625681	46	623
51643	2605	2003
11213	1	8344
102465249	0	76
92797	317	4035
23426	26	5807
102724421	0	508
55832	15869	5992
100507175	0	1771
8445	1232	6159
101927901	0	3135
101927922	0	472
100885789	0	1909
3458	0	1210
55801	0	1123
50616	0	1147
56890	630	5063
100507195	0	574
5908	1677	2151
100379132	0	142
100507250	81	1729
57122	4907	3152
55508	1186	2450
100130075	0	1058
4193	2512	7812
1368	138	6730
11052	7708	6730
100302182	0	62
4069	30	1516
8089	1490	1501
10818	1978	7203
100500903	0	102
100500868	0	100
10576	16332	2282
376132	0	2599
144453	4	10192
101928002	0	2538
117177	121	10471
196446	0	5060
101928062	18	1340
4848	2566	4963
27345	138	9319
5787	4	12050
5801	0	4521
7103	2	1150
8549	0	5053
105369834	0	1358
196441	5585	7158
83591	443	4840
55266	1246	4659
23011	2137	2663
64786	3022	6373
729633	0	2692
121278	0	5283
283392	0	6030
29953	0	6475
101928137	0	1256
100507377	0	741
552889	6189	3682
3747	0	9110
84698	334	7157
256710	76	1179
144321	82	3884
11010	105	3978
11103	3408	3357
22822	26628	5913
4673	35198	5776
79738	2898	3583
114882	11754	8207
23390	2011	5111
1466	175	1346
144455	483	5784
89795	0	12043
6857	2211	5349
100302136	0	65
5074	1436	11130
4659	4451	6430
283310	14	8963
105369868	0	2134
105378254	0	866
374462	0	8204
4618	0	1338
4617	0	1520
101928420	0	1478
8825	2	6110
693202	0	97
693203	0	98
105369869	0	1351
79611	0	5112
100616133	0	74
8499	0	7371
102724663	0	969
101928449	0	1372
29080	2217	1744
84190	89	9069
160335	190	5812
55117	0	8937
144448	0	1196
84125	0	7583
8092	0	1678
9182	0	5736
4922	34	1239
25834	0	6690
400058	1	1827
160419	0	4784
91298	837	2874
80184	2270	9472
160418	4795	7298
4254	8	5443
728084	8	2509
1848	12	3395
105369889	0	4969
282809	1023	3625
8693	155	5395
100528030	0	5496
102724782	0	1913
490	706	7742
338758	11	2998
439916	0	1406
196477	0	2962
1833	0	1684
11081	2	2533
4060	3	2116
1634	4	2778
256021	0	2444
694	835	4680
101930023	0	1099
574016	0	776
574028	0	4250
338809	0	2369
440107	1	3920
8411	5303	8297
643339	25	578
102724933	0	1269
11163	3571	5148
7334	5461	4172
28977	4415	3247
144481	17	574
8835	57	5373
8738	480	1906
101928731	0	1949
10154	93	10188
51134	1510	8392
144486	182	2568
100847031	0	71
57458	42	6106
102465834	0	122
105369914	6	1683
574449	0	116
160313	0	575
55967	4100	583
7181	2074	4571
55785	2960	9288
55591	5808	6138
442903	0	94
100500802	8	62
10988	15398	3506
84101	4	5896
100132594	1	2148
59277	20	3758
6636	4932	793
120935	13	2555
144193	112	2136
3034	5	3913
4048	15561	5449
100189239	0	72
2004	2591	4413
5128	1424	4784
144535	0	11056
121441	3212	4213
196475	0	2099
100302289	0	70
406926	0	100
643711	0	4350
100873757	0	107
100616287	0	66
100422924	0	66
121456	626	3306
643770	2	1825
100189207	0	72
100189171	2	72
100128191	255	3161
7112	14262	6993
5250	46368	2037
677832	19	250
121457	4526	4099
317	3451	7762
56899	10	9362
101928937	0	1038
196472	0	1867
23074	2735	5967
55592	345	4493
100302217	4	66
64431	2020	2619
120863	57	2764
55681	6485	6118
246213	0	3983
9971	0	2668
283431	2329	6644
121601	0	4869
160728	0	3286
27340	8591	9012
400	5453	3241
121599	0	1799
4604	0	4031
56994	3307	1859
50511	19	1364
79158	4717	6832
101929005	8	1558
55332	1032	3568
51019	1137	1110
79023	2996	1301
55010	1726	3551
5367	13	757
3479	8	7814
283432	0	3719
5053	0	2686
429	0	2484
374470	0	9254
101929058	0	927
101929084	0	3059
55576	17	9362
51559	346	7536
253724	48	4516
7184	75654	2862
100500842	0	131
728568	512	2813
6996	3592	3244
83468	40	2575
29915	836	5968
4801	2011	3704
7296	72620	4610
493861	841	1474
50515	375	5768
100500843	0	84
84102	620	5599
121053	1132	622
160428	177	8520
414300	5	1104
23325	7393	6137
55198	2684	8734
387882	567	1366
101929110	34	2704
9891	1527	6821
10970	12406	3036
255394	419	3957
55703	2045	4414
100287944	0	569
5992	1	4377
100505978	5	863
55188	1032	5691
90488	4755	3369
80298	1080	3618
1407	1461	3381
121551	6	7735
11137	6160	1853
11108	3202	4343
101929162	7	1714
121549	0	2260
728739	0	622
9671	2	5823
1240	0	5614
102723562	0	549
11153	623	3298
9733	10325	4506
23479	4251	2520
338773	6	2910
6404	83	2853
100616240	0	61
23603	22218	4453
54434	7574	9793
693204	0	99
1610	0	1838
55530	33	6425
84749	1805	4473
100131733	7	978
121642	1205	1340
7374	8517	2366
32	3113	10998
121643	137	5170
101928138	0	612
283446	4	5399
83892	5220	4176
89910	7583	7250
326625	1856	4825
4598	3050	2296
84915	638	3244
84983	44	868
59341	320	3969
100616454	0	89
51228	2765	2695
84260	1193	3687
9815	4471	6412
88455	2443	4104
400073	1057	3217
28981	2480	3955
488	26811	8356
51434	6212	3850
10094	13335	953
51184	2550	1855
29902	2185	1606
51699	3103	1475
144715	35	3037
160760	3132	4964
79600	2805	2573
84329	7	2808
5501	24107	2722
160762	20	2973
4633	0	830
100131138	0	361
23316	2	8910
102465455	0	68
144717	1299	3812
10019	1867	8002
6311	4510	4702
8315	2606	4159
80724	4588	4107
217	54	2060
102465456	0	72
51275	1249	2285
8550	1699	3515
89894	931	2280
8759	202	2840
10961	11878	1472
80018	8903	6020
100500889	0	117
10906	7471	3179
283450	10554	15450
102465519	0	64
6128	112133	1620
5781	23770	6594
100302227	0	143
22895	0	4667
4938	279	2976
4940	733	6644
4939	406	9368
1840	0	3927
8437	0	4105
387885	2	3893
79039	7475	4381
102466222	0	65
84934	2958	2053
115811	158	2356
53373	4715	6251
102465457	0	86
80024	1214	3711
196463	9021	3019
10993	10	1605
113675	1569	2027
64211	0	2084
104355219	0	379
100506465	14	2222
9904	4129	5646
6910	0	4362
105369997	0	985
255480	0	3638
6926	2	4783
23389	7037	12566
693205	0	95
100616309	0	67
100287569	110	2004
643246	301	1005
79794	4729	5278
84900	665	3569
8739	12	1839
26259	2141	6406
100506551	5	4198
54997	261	1061
101928244	0	465
23014	6538	4233
4842	0	12685
283455	144	18576
5985	2991	3474
55884	4666	2963
54621	3268	5007
5037	27383	1491
51347	2195	6336
64426	5147	6929
84530	0	8488
26353	0	2002
144742	0	2291
160777	0	3532
387890	0	5000
5564	1917	2493
11113	10334	9946
100302274	0	91
92558	1137	4750
11021	5061	2946
10985	33714	8668
100616179	0	66
6175	171198	1264
100506649	45	763
5829	13911	7294
26834	4	141
23409	282	2359
26835	0	144
5319	2	565
4440	364	3764
1337	16035	572
51499	2472	1182
283459	6657	4346
8683	8161	1163
8655	8986	984
100506668	846	1897
84274	3730	1599
9921	14506	4054
51367	1290	909
9478	23	1960
9761	44593	11194
84747	9200	4404
100616329	0	74
35	1805	2087
121665	5623	4262
283460	0	2455
6927	131	4291
64897	1860	2982
8638	2348	2085
5027	5	4065
5025	2635	2129
10645	6315	6307
51433	11929	2732
80196	3583	2091
84678	3549	6929
102465665	0	80
84876	3298	1501
283385	51	1577
144404	1648	9082
54509	230	2435
338799	224	1521
23067	4081	8704
3242	42	1942
5715	2886	2352
144406	42	4297
605	1649	3783
22877	7746	8705
254050	7	2242
386653	0	964
79369	240	2102
56616	4621	3463
101593348	113	2351
65082	7048	2603
6249	10648	5984
100507066	39	896
55596	2742	5176
65117	4688	2809
9735	4326	8098
338442	0	2065
8843	0	2137
27198	0	2977
8562	10040	2722
84660	6	3301
9026	1775	5798
79720	3451	6256
23457	2628	6777
79676	1188	2789
51329	10535	1871
57605	3934	7878
100422931	2	62
100507091	6	2191
10198	2966	5891
91574	2963	4380
8099	5275	2156
55206	15198	11969
100293704	25	1607
102466877	0	80
387893	4274	3180
196383	2794	2375
11066	580	3264
353116	1090	3856
100500909	0	126
101927415	38	2316
10959	10050	2150
57696	3019	3874
1967	3667	1870
2967	8237	3417
79867	1680	2914
23545	1611	6643
196385	24	15213
80212	316	2687
144348	11698	4324
100533183	3	2413
144347	0	2150
105370045	0	732
9612	23614	8881
102466204	0	62
949	11072	2742
7316	56626	2585
100847004	5	113
100189232	0	72
100189343	0	72
100009606	0	73
100189347	2	72
100189339	1	72
57647	7374	4915
140707	545	2156
102659353	708	1981
65985	4593	3392
114795	102	13049
400084	0	2082
101927464	0	640
105370059	0	763
100128554	2	2453
100996671	0	966
387895	0	621
100507206	0	2261
440117	0	1482
101927592	0	1337
101927616	0	852
101927637	0	723
400087	0	2020
104472718	0	1428
100862680	0	2129
100996679	0	697
101927694	3	1656
100616298	0	68
92293	0	4995
100500817	0	87
121260	1827	2939
144423	0	3083
121256	0	5840
283352	0	545
101927735	0	1568
100190940	0	3211
440119	0	3678
11211	0	3282
9271	0	3980
23504	8	8368
2054	1716	3597
5901	44467	2546
283383	5	9821
116437	0	2473
338797	0	1794
100996701	0	1643
6433	3369	3818
4326	274	2529
8408	4736	5291
80324	2869	2767
57634	14993	12317
677829	2	137
347918	295	1539
317781	2741	4734
79050	1954	1685
50614	29	2998
100130238	12	3877
101928416	2	476
100129528	0	3095
57666	3637	8542
100996573	124	4162
102465975	0	65
100507055	0	3961
22953	40	2168
5426	12122	9331
5827	1501	957
192111	10786	3254
23141	7126	4925
2802	9008	11001
55743	2972	3374
101928530	18	543
100289635	1342	6308
7574	822	3871
101928597	2	1151
7637	2159	8220
7699	1437	4180
101060200	333	2303
7556	733	4405
10795	1804	5869
647589	0	3203
26080	0	1962
100874164	0	542
284232	0	37567
100873763	0	107
100873777	0	104
100652856	0	1081
105370098	0	1778
105377819	0	2433
348021	0	2138
100873761	0	96
7278	0	1551
101928697	0	574
100101938	0	3726
100287114	0	1054
93492	2	2886
54737	6592	4434
55269	3545	5282
9205	1360	4047
7750	8331	11313
104355137	0	431
2700	2018	5326
2706	127	2518
10804	2	2508
51084	1517	3267
100616304	0	69
8100	1000	4184
53342	282	2936
221143	852	911
64328	6313	11766
101930748	0	751
26524	3808	5995
10284	6990	2389
221150	1321	2946
78988	2687	2658
103689843	0	405
101928764	15	819
650794	104	2089
100652865	8	984
253832	10415	5830
221154	2257	1933
100873767	0	107
2254	50	4968
100874182	0	453
100506622	0	2143
646201	0	1152
6445	0	1947
100873766	0	103
26278	4756	15887
100506680	0	2234
100506697	2	2087
55504	0	6031
4285	2208	2551
542767	11	905
387911	0	2304
400110	0	5096
221178	1116	10802
100313842	0	89
100874231	0	433
338872	0	1973
143	7341	5955
105370295	8	1997
101927375	13	1796
374491	6	2716
479	4	3734
56163	30	9795
55835	1108	7355
646405	15	6477
5042	74	2430
219287	0	10646
101928922	0	1073
102723318	0	1777
9107	2115	5952
9818	3554	5123
51761	0	11157
100873778	0	107
387914	52	4560
6049	3685	4609
1024	3392	3630
10810	34	5285
2835	0	4850
219333	7393	4586
100874070	3	307
100874071	23	784
102723332	10	866
6144	28298	569
26771	35	72
619499	28	126
387496	957	1662
2971	5912	1404
219402	1108	1989
100873768	0	95
222484	757	4806
51082	3784	3462
219409	0	847
100861550	6	2002
3651	50	2573
432369	4	368
1045	421	6181
646625	0	522
2322	3	4184
255967	2576	7626
100288730	5	2191
100873781	0	107
2321	21	12072
51371	5292	1462
283537	853	3345
100873762	0	106
23281	4	7838
100874107	0	1114
6541	8783	7415
5412	1132	4372
100874059	0	913
100861573	0	575
440131	0	696
84056	1371	8011
100873769	0	105
100188949	0	1608
103724387	14	535
3146	35003	4319
10208	1321	3974
100189036	0	74
241	10	3191
100874158	0	906
440132	0	400
100507064	0	2190
84935	0	2390
122046	0	2415
10808	18707	6448
145173	669	4286
122042	0	2974
196549	0	575
100507099	0	2383
10129	40	11884
646799	0	1783
675	2551	11854
90634	127	5896
10443	2212	5713
100462953	0	2287
116828	4	4890
23047	4964	7607
100874167	0	1356
101927403	0	1214
9365	0	5257
90627	545	8006
100874241	0	645
5983	6001	8823
100874179	126	394
26960	2662	12785
4081	0	2907
9201	0	13943
100526761	0	2650
54937	0	3399
728591	0	1539
100873774	0	107
23111	22	5438
100507135	0	777
8900	0	3049
400120	0	3207
4093	457	7804
5994	335	2825
29880	2300	1350
11340	1267	1579
55578	2264	4339
122011	2	2405
103695431	0	529
400121	0	3314
10631	0	3380
7223	0	6215
100874188	13	521
51569	2318	3539
101929121	0	2359
100874147	0	531
341640	4	18148
100873764	0	93
161003	2	2022
80209	2206	5188
387921	1050	3556
10186	3	2158
105370296	0	1431
57511	2157	7299
100422940	0	102
105370172	0	1294
100874127	0	836
400123	0	2551
646982	0	5259
2308	314	6162
100313896	0	48
10240	1289	2636
10166	2353	4021
100616668	18	4362
693206	0	96
283507	18	1051
1997	1770	4741
100189333	3	72
11193	879	2468
100422878	0	82
89890	2102	5228
101929140	27	1921
84078	778	2992
9617	398	3375
79612	1003	4837
100873765	0	103
100506759	0	1203
28984	2	1699
23078	3867	7711
100847026	0	110
100507240	19	2079
160851	864	18971
11215	5728	10259
8600	0	2798
144809	0	3308
103689845	0	760
104355147	0	1042
94240	0	5193
29103	2735	2776
100874159	4	664
55068	11	4711
100874130	0	714
160857	97	3144
144811	90	4775
121838	0	2564
101929212	0	1260
79024	0	1214
100874377	1	478
102465876	2	72
105370297	0	934
387923	0	784
400128	0	1077
8848	10924	7872
641467	402	2842
144817	4	2035
100189030	0	72
26747	1021	3487
55425	1807	2991
101929259	0	1762
2963	1971	2377
100873773	0	104
386618	0	2559
7178	82517	4814
677814	0	130
100190939	185	1526
253512	958	5340
100874259	0	701
83548	1421	4613
220081	0	2767
103752581	0	706
220082	249	1761
283514	25	4005
23091	12692	8625
100509894	3	3508
1361	3	1766
3936	29	3902
220416	0	3448
100861554	0	1400
80183	0	4440
100873772	0	104
101929344	0	935
23143	1036	8106
2098	5608	2016
3356	0	5442
100874082	0	441
100861549	22	2470
8803	4450	2264
101929410	32	614
55270	1514	2484
29079	1189	2287
100873965	0	544
9445	12524	1896
100862704	32	1143
5925	4503	4790
10161	11	3459
1102	470	3251
100129597	0	1023
57105	2	2548
22862	6911	7445
2862	25	1239
81602	640	5511
81617	985	4254
83852	924	6637
51131	387	3752
55213	1768	4322
115761	0	3826
84650	4399	1159
3839	7833	4474
220429	0	2972
57213	658	4418
8847	179	2768
100500908	0	87
10206	1398	7404
283518	33	1625
406950	0	89
406948	0	83
10301	720	3963
145165	103	1599
103689915	0	731
220107	29	3786
100874074	4	1807
100874255	6	625
79621	1119	4397
2974	38	3022
647166	0	2268
220108	120	6481
647174	13	7135
100847003	0	73
26512	2278	9862
100507398	39	788
100616423	0	79
115825	844	11105
79758	399	3161
283521	6	4126
83446	0	1154
540	2070	7300
440138	747	2569
9724	3102	5529
341676	79	7357
101929657	0	3429
4752	676	2734
100887750	315	3496
103191607	0	839
55901	1500	3348
51028	2812	4787
26586	8129	4325
220115	16	2613
144983	694	2365
10910	3263	2047
11061	0	1459
100313778	0	91
5100	4	4003
10562	0	2919
102723875	0	565
100861552	0	3163
100507428	0	1457
100302187	0	77
100846996	0	95
122183	0	1847
729233	0	1847
729240	0	1847
729246	0	1847
729250	0	1847
27253	8	9940
101926897	0	2753
81624	2603	9048
100874195	0	981
100874196	0	367
100874169	4	960
81550	869	3710
101926930	0	519
100422973	0	83
64881	0	4778
101926951	0	752
100874143	0	1276
103752583	0	669
100874176	1	972
104355293	26	693
100874157	0	415
283491	0	2647
100873780	0	104
102723968	1	1532
101927016	0	1655
100616302	0	100
100616205	0	75
5101	371	12544
100874064	0	538
100874086	0	522
100874087	0	429
100874145	0	629
338862	0	3434
103689913	0	1047
57626	6	4150
6315	0	1472
100885781	0	948
1602	0	9591
440145	1022	2412
79866	857	3189
22894	3959	7659
10464	873	3370
100873779	0	107
688	40	3749
100873770	0	104
100874155	0	366
11278	2	11594
100874151	0	727
338864	0	2105
647288	0	2629
9882	580	7044
170622	1367	2129
7347	1016	1968
101927155	0	593
4008	221	9680
729420	0	1458
104326189	0	321
115207	6	6237
690	0	640
730249	0	2210
1203	2266	2843
26224	2104	4675
23077	5416	15691
100874212	0	517
8796	9	3226
104355296	0	570
100129307	0	1430
122060	18	3715
100500861	0	105
100505518	0	2445
1910	0	5218
101927176	0	2615
100874175	0	608
100874222	0	2418
5457	0	3817
79596	527	5118
100874126	0	595
64062	7146	9961
100505538	148	2474
100874208	0	431
54602	2697	5057
103724388	2	636
102724076	0	457
101927195	0	982
101515984	28	622
101927216	6	1706
10253	8424	3247
103724386	0	927
100861546	0	1119
100873771	0	97
114798	0	5189
105370288	0	2007
100874128	0	812
104355140	0	631
100874137	0	1001
100873775	0	106
84189	8	4181
642345	0	1675
100616182	0	76
26050	0	5976
101930749	0	372
100874168	0	853
100874172	0	868
100874139	0	655
100874187	0	3865
693207	0	96
101927224	42	1003
100873776	2	104
144776	0	2018
101930747	0	398
100874150	0	567
407975	78	5018
406952	0	84
406953	0	71
406979	0	82
406982	0	71
406980	0	87
407048	0	78
2262	2	6426
100873970	0	415
100847092	0	58
100873969	0	591
104326053	0	311
10082	0	7192
100873973	0	651
100873972	0	698
1638	38	6045
100189251	0	73
23483	846	1996
160897	1482	8875
101927248	0	2381
11166	3	2922
105376685	0	1261
100507533	2	2986
101927284	0	2894
100861544	0	1279
10257	3989	6552
9071	0	3034
100874194	0	895
22873	0	8039
5611	4900	5812
55757	1562	6192
105370367	0	1607
266722	2	10997
100616137	0	64
100887754	0	734
27199	0	3841
10150	5371	4871
103625683	0	779
5911	1761	4358
3843	15875	6219
10160	1765	6135
140432	0	1378
100422881	0	77
8428	5862	5402
6564	0	3127
23348	1254	9353
100874096	0	392
100873782	0	112
100861541	12	1903
100289373	111	1821
337867	6476	3570
2841	0	2794
1880	0	1785
100131561	0	608
693208	0	98
102725509	172	1817
9375	13866	3515
104355149	0	3939
171425	326	5351
100422861	0	91
100874063	0	678
101927465	0	1075
101927437	0	543
85416	235	4597
7546	494	3012
100861542	0	3011
5095	1505	2782
100885777	0	463
87769	281	6164
84899	673	4319
105370368	12	2258
100885778	0	2846
100874161	0	411
259232	0	7044
9358	0	5926
2259	0	4309
100616110	0	105
100616239	0	71
283480	0	2130
100874081	0	355
283481	2	1128
7174	4885	4905
196541	0	1102
643677	7	21484
93081	520	1750
79070	1353	2848
54841	585	3885
100533467	0	5143
2073	187	4085
121952	0	2312
6555	0	3779
104326190	0	492
282706	0	2482
267012	0	1367
144920	0	1688
728192	0	914
1948	68	4387
55082	3247	1751
283483	0	1967
100874173	0	1223
728215	2	4048
100302286	0	78
100874375	0	1807
3981	1298	6064
84945	1304	5394
10673	6	2998
23026	23	7720
100885782	2	547
104326054	0	414
101409253	0	509
8660	1135	6998
104355146	0	439
1282	1787	15600
1284	1948	6264
102465872	0	72
100874203	0	539
55647	34	1522
55739	2059	2863
79587	5065	5283
105376684	48	3441
3621	1149	4221
105370362	0	2621
283487	1690	6322
55608	1203	3095
104355135	2	716
101927802	0	3455
8874	3700	9662
100874226	0	419
101060553	44	4071
121793	0	951
105370369	0	1515
101928616	0	695
100505996	0	945
105378193	0	1849
6656	0	4108
101928698	0	1289
101928730	0	1938
104266956	0	657
122258	0	1531
10426	1229	6413
400165	4	2241
23250	4902	9604
105370374	0	1615
100874205	0	4024
105378192	0	2991
23263	625	9287
100289410	16	1155
2155	2	3720
2159	149	1536
104413892	0	455
102724474	106	1878
8858	9	1790
55795	1926	4670
8451	9898	4601
102465874	5	80
3916	23888	2597
79774	541	4809
100874068	2	1564
101928841	72	12440
113622	879	2178
55208	647	3182
55002	5724	8939
7027	9092	3042
496	0	1500
6011	7	2105
105377805	2	3965
100130386	0	2579
348013	316	4552
650669	2	895
2621	2385	2535
100506394	86	1942
643365	0	2262
100861555	104	2478
100507747	4	1438
